"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"SCAMP4","SCAMP4","grey","grey",0.119413042154422,0.107731082025997,0.132181043108869,0.102990988446662,0.0840610961397569,0.0897420729989357,0.0994788380675199,0.0847884083713047,0.010650838992289
"CSNK1G2","CSNK1G2","grey","grey",0.0902479469242136,0.0799970163966642,0.0563517322148485,0.0968258843232209,0.0751385106187395,0.0714797517628627,0.0766162659681848,0.0549774592038151,0.0110744435221797
"BTBD2","BTBD2","grey","grey",0.0934492331410738,0.093610402828965,0.0502982195620093,0.0949285859702188,0.0782125071324802,0.0751446507180572,0.073571530861246,0.0594566222805687,0.0185696048236141
"IZUMO4","IZUMO4","grey","grey",0.0763488299375244,0.0713101369929769,0.050301587858515,0.0785756058700223,0.0643250971203859,0.0486130869907621,0.0704912880995753,0.0327185890277586,0.0066920082679948
"AP3D1","AP3D1","grey","grey",0.121876526234186,0.11406247243752,0.0562514111030273,0.131431295975001,0.100165982673122,0.0970126682744527,0.10184839840036,0.0740447117267189,0.011226874332817
"DOT1L","DOT1L","oligo3","turquoise",0.106934594657505,0.102051363885248,0.0419564515566795,0.113833680709522,0.0894830238991493,0.0843696498494439,0.0846136069621995,0.0730691920080392,0.0158093254064477
"LSM7","LSM7","grey","grey",0.0860608154922939,0.0728085322184195,0.0941129618631847,0.0766046723586285,0.0572565280739245,0.0578998367742736,0.0762846734395769,0.0573829014690416,0.010481908596378
"SPPL2B","SPPL2B","grey","grey",0.140225443864544,0.124332277978728,0.106469137289312,0.129493777191084,0.111371052181074,0.116248531058808,0.124731482488457,0.11309136381209,0.0209216190710716
"GNG7","GNG7","oligo3","turquoise",0.306496387579443,0.304596567815263,0.169527173711683,0.340624573488036,0.295415539905903,0.254714876564722,0.337109845687507,0.230107052090143,0.0530544812328834
"SGTA","SGTA","grey","grey",0.142433381481376,0.153118759088117,0.127144345768272,0.1342011829841,0.120726538318306,0.119786011793905,0.141566153106795,0.113884175241321,0.0282761175751677
"THOP1","THOP1","grey","grey",0.0599057914560032,0.0553479758226157,0.0503627964459945,0.0533724735897317,0.0361660246848655,0.0427342061219448,0.0354070639830808,0.0412392135220113,0.0128219111191179
"ZNF555","ZNF555","grey","grey",0.0813104069816812,0.0691099238151015,0.0494304816239952,0.0835488571528889,0.0625017101897341,0.0658410149619581,0.0613791115575375,0.054584111805051,0.00902725866083156
"AES","AES","grey","grey",0.120450451805737,0.111181826667057,0.144689888098845,0.0997887827215471,0.0763915479366792,0.0897826638839939,0.0950100601041518,0.0913377067963112,0.0327934989714679
"GNA11","GNA11","grey","grey",0.108249848861702,0.107885150981792,0.113225166024985,0.0915953263413771,0.0897053542766057,0.0870003671455649,0.0909051872251449,0.0882382360363652,0.00955735996059454
"NCLN","NCLN","oligo1","brown",0.0832227885181923,0.0888860654113221,0.075521147118407,0.0675536256222742,0.0623044628668368,0.0663414300311552,0.0664059863197976,0.06541543457413,0.0272550657824027
"NFIC","NFIC","oligo4","pink",0.184490614882167,0.181307405896708,0.121234837125212,0.18886335659267,0.204422155121778,0.146017697846617,0.154453701591715,0.127211337388228,0.0325501097925221
"DOHH","DOHH","grey","grey",0.117751676674445,0.103550097349145,0.158234403327507,0.101829099451167,0.0807167872489072,0.0766694923520234,0.0880516785628512,0.0663647785194296,0.0160674192803896
"FZR1","FZR1","grey","grey",0.0821447080453312,0.0757688239650206,0.0665226345227676,0.0780255812325791,0.0639888434830927,0.0642647235281895,0.0594470983137783,0.0583638536113346,0.0120529787970863
"MFSD12","MFSD12","grey","grey",0.120751793615711,0.107762852938934,0.0902286967675249,0.12679862074103,0.0939442507680383,0.093014480038214,0.109093598929541,0.0702633968092366,0.0331515915438305
"PIP5K1C","PIP5K1C","grey","grey",0.0702262625166939,0.0670691250139862,0.0336248404635005,0.07192832921533,0.0564191096530801,0.059084470374062,0.0494777463954731,0.048786242702363,0.0094743409938552
"EEF2","EEF2","oligo2","blue",0.137880584744099,0.117812585853062,0.245012555260382,0.101305538835812,0.0813957232236195,0.0900798636600341,0.0767834356039234,0.0880185265516077,0.0295704136418326
"PIAS4","PIAS4","oligo4","pink",0.114260235354262,0.112983326108445,0.0619543498836206,0.122144390647371,0.134711417736589,0.0928237994713658,0.104510160953663,0.0735014931648462,0.0133414281066945
"ZBTB7A","ZBTB7A","oligo4","pink",0.135861871287117,0.137342655858907,0.076505731014297,0.14003365563458,0.162723763794435,0.105411608296674,0.110335108248088,0.0869861190860877,0.0314890283630084
"MAP2K2","MAP2K2","grey","grey",0.10947775735213,0.0999336179249275,0.118007242130596,0.0983433294710724,0.0814290391208957,0.0785546711777039,0.0813181064296117,0.0703179160783036,0.0163812033485711
"FSD1","FSD1","oligo3","turquoise",0.0686976761973936,0.0499666428985248,0.0462023176802224,0.0760674181852506,0.0554313638658318,0.043291979450855,0.042611828254905,0.0244944270819256,0.0219035447595565
"SH3GL1","SH3GL1","grey","grey",0.0818051385464577,0.0764149237739443,0.0540218375470771,0.0809879042653837,0.0662387098013479,0.0649322798139725,0.0645676348311481,0.0546074624756623,0.0117570121525206
"HDGFL2","HDGFL2","grey","grey",0.072911303002135,0.065847168668424,0.0619363618572182,0.0646980502910277,0.0548853908433057,0.0607223622587859,0.0477254947600119,0.0512180398882472,0.0103699718777004
"DPP9","DPP9","grey","grey",0.105524395168757,0.0974087866330223,0.0651597211104104,0.103496237906337,0.0839925092730755,0.0862716640292358,0.0889907724990389,0.0777059782084295,0.0193946830684439
"PLIN3","PLIN3","grey","grey",0.121198801938124,0.120067749004316,0.0960218495178156,0.129683713995875,0.106743295687848,0.0791859881557174,0.118773879917351,0.0528712745767003,0.0231244349359208
"KDM4B","KDM4B","oligo3","turquoise",0.183930918043909,0.175156602298453,0.0830641851719014,0.197199765649189,0.154273602096001,0.151363775244429,0.152219858362653,0.124097027802616,0.0438579022594216
"PTPRS","PTPRS","oligo3","turquoise",0.215263045489655,0.20658747212152,0.120906552986174,0.233339894119739,0.1873959859559,0.173477600795786,0.194913362209135,0.145974525530552,0.0396577933309573
"SAFB2","SAFB2","oligo3","turquoise",0.155022429687293,0.134495822355687,0.0844755503602032,0.169494574699161,0.116698362221099,0.120206685951855,0.125896067834544,0.0946376746955941,0.0306114342248052
"SAFB","SAFB","grey","grey",0.168109053531086,0.162789761604203,0.104399385375033,0.159861041626785,0.126769712544861,0.149887740703876,0.143479340099244,0.133651949497236,0.0329998683236489
"LONP1","LONP1","grey","grey",0.0966636635361288,0.0857896650036474,0.0808181482449622,0.0857937902290789,0.0653379009997451,0.0743947101615617,0.0632445766960695,0.0651493362613235,0.0197909200741659
"RANBP3","RANBP3","grey","grey",0.121653267937939,0.11062079029231,0.0680073149335069,0.123923225265617,0.103010908565799,0.104914733341807,0.0978550753203723,0.0897735463640142,0.0167157290602761
"RFX2","RFX2","grey","grey",0.0782444354544196,0.0737433338513459,0.0319072702786865,0.0792793346314173,0.0655707865328838,0.0665843640029465,0.0607756677855172,0.0530995617072301,0.0241342908900761
"MLLT1","MLLT1","grey","grey",0.092283059596911,0.0844542378928528,0.0812114135333955,0.0863322575581122,0.0686979237795704,0.0652013663969208,0.0706238229100356,0.0529839307913595,0.0120777778328202
"KHSRP","KHSRP","oligo4","pink",0.106728150078495,0.112656989832729,0.0824740847920677,0.0985251914415564,0.127018313035283,0.0880543079108697,0.0851592694939738,0.0814437652808218,0.00724024913516909
"SLC25A23","SLC25A23","grey","grey",0.103430353135645,0.0897632675791047,0.0725360672505964,0.105992130133052,0.0733789527875495,0.074604962606081,0.0738495049923223,0.0572861236304187,0.0183640675121144
"TUBB4A","TUBB4A","oligo2","blue",0.22494751845541,0.193910384693536,0.33082403310351,0.202433308254373,0.145928814596481,0.144276504432136,0.179973855769368,0.126273677431441,0.0298654335568961
"INSR","INSR","oligo3","turquoise",0.282819334328139,0.273315957682589,0.135615948844947,0.31693722557015,0.250757397576517,0.233536527354405,0.253130767852504,0.175489858710396,0.0333830982616938
"ZNF358","ZNF358","grey","grey",0.0820010722575443,0.0832183846132895,0.100613872652702,0.0667347618075717,0.0665081629248211,0.0526297949679352,0.0473966513892214,0.0472117536676612,0.0124307782781137
"PNPLA6","PNPLA6","oligo3","turquoise",0.109753756953597,0.101696510302127,0.0787116213935196,0.117318426614783,0.0867936662183772,0.0789179130594063,0.0796167628549357,0.0583184997153629,0.0324593973206994
"EVI5L","EVI5L","grey","grey",0.203271440019066,0.19083412888748,0.129037306957816,0.204857073651886,0.160328321284768,0.166121913872495,0.167727836856169,0.142887350625776,0.0237972126189686
"MAP2K7","MAP2K7","grey","grey",0.0968672746404892,0.0868497148347875,0.0685413114746587,0.0902414089527984,0.0668372378037831,0.0728998481459367,0.0658860860800696,0.0642166117984656,0.0148945665387467
"TIMM44","TIMM44","grey","grey",0.062263530354305,0.0534863143341619,0.0543930377668513,0.0594226255087156,0.0543608477150524,0.0438102559320644,0.0551492104763178,0.041665562822308,0.00988550876060645
"ELAVL1","ELAVL1","grey","grey",0.140443955779907,0.130645466489731,0.0870512692250954,0.13635689583645,0.103523938124786,0.113079530297906,0.105086105928033,0.0935642919406536,0.0261895164997807
"CERS4","CERS4","oligo3","turquoise",0.167613792471525,0.164460316851503,0.049450815268868,0.184600456921992,0.146541200587867,0.143410230241546,0.115963256605564,0.115378878676889,0.0323967228473288
"AC022146.2","AC022146.2","grey","grey",0.0745278323851778,0.0534184541518841,0.0787398441533859,0.0659734660129212,0.0418340152859117,0.0485350455713941,0.0432367193910108,0.037755995154117,0.0088648285445957
"RAB11B-AS1","RAB11B-AS1","oligo4","pink",0.100750258690953,0.106353798919323,0.067250063160497,0.0931821081051568,0.123454661512937,0.0861658200357842,0.102418670165113,0.0838055875092292,0.00742862574400266
"RAB11B","RAB11B","oligo1","brown",0.116664361353348,0.128831908814243,0.11920369164357,0.0949107233110148,0.0876122513508525,0.097563378696114,0.0932542058578209,0.102028091087388,0.0146212944479931
"MARCH2","MARCH2","oligo1","brown",0.0758259740158167,0.0938904079674248,0.0523276035275346,0.0644025292894117,0.068113390479979,0.0585523673352636,0.0649166267311147,0.0569232648506895,0.0251412688164457
"HNRNPM","HNRNPM","grey","grey",0.19316189253642,0.179521023363584,0.147939241591673,0.173935128151712,0.14071878549797,0.163727013891016,0.142734290507404,0.150762544738919,0.0451040537525843
"ZNF559-ZNF177","ZNF559-ZNF177","oligo1","brown",0.106888465853781,0.12548667130026,0.057917267393804,0.0977870739711379,0.0939348415845329,0.098999755796923,0.0962528229482866,0.0955672864413011,0.0163059979802668
"ZNF266","ZNF266","grey","grey",0.0851209968393336,0.0766962265023774,0.0555417530191504,0.0799858020064631,0.0621414023670987,0.0752274667244141,0.0685129951126644,0.0692151338581889,0.0110130320875625
"ZNF121","ZNF121","grey","grey",0.092487034300528,0.077352784256679,0.0712919079613553,0.093875052882854,0.0688159830504866,0.0690755615250015,0.0743986086085312,0.0568887323315321,0.0115441695086309
"ZNF562","ZNF562","grey","grey",0.127981316349871,0.116991097419249,0.0843567411441723,0.124237820101875,0.100770180771789,0.0988582885126344,0.104020407436872,0.0837185434941273,0.0243160827553422
"ZNF846","ZNF846","grey","grey",0.0909818245564322,0.0823225942082411,0.0461280864159445,0.0902067548832655,0.0685016110691007,0.0839366687659664,0.0765385670552698,0.0724552394196103,0.019158051227223
"PIN1","PIN1","oligo2","blue",0.0596346905744471,0.0492140448213362,0.0900296529051898,0.0434277138026805,0.0390698944934081,0.0408486038535436,0.0332658402383246,0.0401439567836288,0.0322671601250989
"DNMT1","DNMT1","oligo3","turquoise",0.119232838531692,0.106194344710437,0.0804589711460651,0.123916304682751,0.0912052234212389,0.0891421085427211,0.0883204646814849,0.07431184800475,0.0127307830207626
"TYK2","TYK2","grey","grey",0.0624817747090836,0.0594565762480705,0.0331447322285603,0.0623336794117234,0.0490989121710179,0.0529773716277147,0.0542464698393305,0.044184915062517,0.00816453354539837
"CDC37","CDC37","grey","grey",0.101238074448024,0.0732274230611016,0.101943433564874,0.092817199047809,0.0639869103659317,0.0725585477447936,0.0748629440701272,0.0546671342540078,0.0229541793507246
"KEAP1","KEAP1","grey","grey",0.108551193868917,0.0942661265124543,0.117228842089161,0.104105751539876,0.0794378857618669,0.0763212130941709,0.085928665736841,0.0654233255156368,0.0240549007341627
"S1PR5","S1PR5","grey","grey",0.119253101486253,0.0941126361611925,0.170832509674408,0.110204584665567,0.0748740260052498,0.0700636115393544,0.0902000265428992,0.0568654701287562,0.018231560960544
"KRI1","KRI1","grey","grey",0.0699714548235128,0.0626158530038236,0.0379851748025254,0.0751459740494876,0.0580689549373133,0.0562893227913663,0.058011553204977,0.0437948977477225,0.00531628794041514
"SLC44A2","SLC44A2","oligo1","brown",0.10555873510437,0.123144276131,0.0837040835547299,0.0941230767301758,0.0855360503588572,0.0976120062453882,0.0960186894269396,0.099402513596809,0.0221143091195753
"ILF3-DT","ILF3-DT","grey","grey",0.109363547856623,0.0967252175636641,0.127128407605063,0.0790119104375396,0.071907888057294,0.086798039650441,0.0666533915306888,0.0818693568758485,0.0133107997070535
"ILF3","ILF3","grey","grey",0.116510102935187,0.108052166901801,0.098451675895132,0.0984092796198226,0.0842591909925868,0.0874804419619376,0.0718213200471319,0.0843351729079184,0.0292663668498585
"QTRT1","QTRT1","oligo1","brown",0.0744873825223209,0.0924986376635814,0.0531115106379968,0.0624245799194766,0.0702968399693647,0.0637389919067414,0.0613946099649493,0.0610637425201634,0.0221354663842308
"DNM2","DNM2","oligo3","turquoise",0.238830097097633,0.230631084466504,0.109785399167699,0.283646969062511,0.224380021622768,0.19217650402395,0.249544599719934,0.146722160141614,0.0354802032911737
"CARM1","CARM1","grey","grey",0.0785387967317208,0.0796150996546987,0.043746303673234,0.0747415139281979,0.0740376723323287,0.0632930327090065,0.0603472804423936,0.0564435720550994,0.0159726055773826
"SMARCA4","SMARCA4","oligo4","pink",0.149839968767588,0.148022818577027,0.0706129259042761,0.153042979575516,0.1694010437645,0.131636797409654,0.136987988603934,0.107456180743475,0.0477745783903315
"LDLR","LDLR","grey","grey",0.122151154752372,0.10540541613836,0.0983890732849238,0.130666786849931,0.0899594389393647,0.0851579268193947,0.105008746021734,0.0697849402938878,0.0112185317163338
"CCDC159","CCDC159","grey","grey",0.0943731804152274,0.0832661754475531,0.0617073807559897,0.0952379850485009,0.0752566215936394,0.073650910964241,0.0737780613945431,0.0613812193746779,0.00932028976844131
"PRKCSH","PRKCSH","grey","grey",0.151210560246617,0.138018241207093,0.163158022822309,0.135897377559225,0.106576134063037,0.114719460838082,0.131988548559095,0.113421323415838,0.00142264177916213
"ELAVL3","ELAVL3","oligo3","turquoise",0.270581102355633,0.265503608270347,0.216843940096412,0.27902936389884,0.2194294364669,0.214246884839903,0.247260283725169,0.186835944893725,0.0252336123613583
"ECSIT","ECSIT","grey","grey",0.0754561786442843,0.0772179789555882,0.0592561467113181,0.0692682340915413,0.0614949633832924,0.0521228266083853,0.0531154275938485,0.04417929896029,0.0207888022217142
"ZNF627","ZNF627","oligo1","brown",0.0936885646448896,0.108574398483899,0.0450552634961876,0.079436137988801,0.0779557931615473,0.0958640611435462,0.0723331981037811,0.0847094597255837,0.0312434792020633
"ZNF439","ZNF439","oligo3","turquoise",0.150975499925001,0.134370856709558,0.0733394397231173,0.163358568567076,0.112976040828902,0.127417027746941,0.131191629887803,0.100582136455537,0.014593927241903
"ZNF44","ZNF44","oligo5","black",0.164185166595435,0.164620489243215,0.106304210189289,0.1422393125011,0.119158644146006,0.179457026850895,0.139237423347843,0.157749352465897,0.0509789427805887
"ZNF490","ZNF490","grey","grey",0.0935286457269808,0.0876907095629024,0.0730774536201303,0.087175299657669,0.0688613906003692,0.0790077699049578,0.0696550170305188,0.0716808530953622,0.0205796625938929
"ZNF791","ZNF791","grey","grey",0.126892126809402,0.115227823689192,0.0833798435977636,0.122891077499796,0.0945262969166005,0.106957060538508,0.0952498444411154,0.0934944132947189,0.0168223432863977
"MAN2B1","MAN2B1","oligo1","brown",0.0703459281298165,0.0875044727728254,0.0286822884188386,0.0684416793811456,0.0698840834335074,0.0593896847009804,0.0655895537819567,0.0559715129239633,0.0207221195853533
"TNPO2","TNPO2","grey","grey",0.111469483392213,0.108926812945393,0.0858734227237523,0.102511299168503,0.0880061208925289,0.0863897129244714,0.0864556180997243,0.0817480584659553,0.0197651727895601
"TRIR","TRIR","grey","grey",0.0798151158143679,0.0661695435427385,0.106443315645608,0.0610077692912428,0.0451447072280768,0.0458777884492099,0.0517456458625919,0.0445771277087315,0.0220338045687339
"HOOK2","HOOK2","oligo3","turquoise",0.108529489399751,0.081976564617626,0.0726503521813285,0.115298618287638,0.0752590410917166,0.0701131184181445,0.0584437530816719,0.0490762369381218,0.0105361626986908
"GCDH","GCDH","oligo3","turquoise",0.100648718604206,0.0896376081711466,0.0538081582802051,0.112606127376093,0.0779210901097599,0.0744961038398563,0.0734829981391025,0.0519340672466556,0.0116376695388343
"CALR","CALR","oligo2","blue",0.108408937264285,0.085300407264993,0.205470364616312,0.0694577046155967,0.0501861728624186,0.0791435526822336,0.0728832506331317,0.0862665350717018,0.0235973815744842
"RAD23A","RAD23A","grey","grey",0.0833585679207212,0.0698197040482245,0.104367714061365,0.0646875205731109,0.055128618582541,0.0542102008338074,0.0480073330985867,0.058756433540333,0.0199389067146171
"NFIX","NFIX","oligo4","pink",0.302362451185783,0.303570709857299,0.194631817922188,0.304873875486092,0.321147466192927,0.264823105154182,0.270251430460159,0.236035380118991,0.0476257833009375
"CACNA1A","CACNA1A","oligo1","brown",0.0424994488238534,0.0564212013657665,0.0294367957410934,0.0251290822640281,0.0383131647858141,0.0383756261871011,0.0175077883871883,0.0452901513552461,0.086442529078174
"CCDC130","CCDC130","grey","grey",0.140904571610063,0.133461026943011,0.103044580562289,0.129095376924416,0.104937385173824,0.122969256398065,0.1286751760685,0.113936237102057,0.0291042902777737
"MRI1","MRI1","grey","grey",0.0823483206724304,0.0719585850434499,0.0699889379410336,0.0720952910834611,0.0483533053568923,0.0579847103358455,0.0511500554365186,0.052351979222426,0.0114776365384303
"CC2D1A","CC2D1A","grey","grey",0.111822498642837,0.104499242537243,0.0591942790999881,0.11618409280226,0.0818766994589613,0.0875186285148809,0.0853125485264668,0.0717315516115053,0.0242242566965766
"PRKACA","PRKACA","grey","grey",0.0921350233290029,0.0870652539152726,0.0875287163036152,0.0755453747937835,0.0642043535763932,0.0706740386190388,0.0688031664926643,0.0707737291388695,0.0267625111922041
"ADGRL1","ADGRL1","oligo3","turquoise",0.115470875917912,0.115693153916438,0.0551247957211573,0.134330109899668,0.103081724049661,0.087653361128677,0.108524469775342,0.0688332152514534,0.0346010479585807
"ADGRE5","ADGRE5","oligo1","brown",0.0515957470293762,0.0644054211794276,0.0358167044253189,0.0449128221545073,0.0560596527691416,0.0343154012026599,0.0469010727972288,0.0361169685659803,0.0068490812103459
"PKN1","PKN1","oligo1","brown",0.0820180990258665,0.095670896161348,0.0656563118923112,0.0724128887386297,0.0664232030287786,0.0653342093092984,0.0679089902738805,0.0630824260003183,0.0157658365510023
"GIPC1","GIPC1","oligo1","brown",0.159723046172447,0.200832987948422,0.121206235036266,0.145872018006543,0.154909906060519,0.136713516921035,0.198663042900126,0.141955121139923,0.0336792251539419
"DNAJB1","DNAJB1","grey","grey",0.105466062227974,0.0983669485876627,0.101555993009777,0.123216243395944,0.0807267154321719,0.0689284423918746,0.105130171249964,0.0554313517926444,0.00686854451185153
"TECR","TECR","grey","grey",0.16295102119175,0.153122660690219,0.171504479991443,0.146362929426023,0.120966062602377,0.114124161340159,0.125275866129429,0.102727621144934,0.0261270303243556
"NDUFB7","NDUFB7","oligo2","blue",0.0636516511749306,0.0444327401377664,0.13169323812434,0.0433290388089552,0.0359061207091613,0.0373617372246955,0.0389933681715269,0.0309726511394065,0.00572951791201109
"ZNF333","ZNF333","grey","grey",0.120448831573207,0.113493037056789,0.0790109487009488,0.108509615388846,0.0900382059975217,0.095661361899641,0.0927280329234712,0.0909595820568196,0.0226477369930702
"ADGRE2","ADGRE2","grey","grey",0.0960093258719547,0.0993302744629908,0.0405502774914105,0.102427765310371,0.082919497325403,0.0847918927065766,0.0888335862799209,0.0744320359500168,0.00722659192185592
"BRD4","BRD4","oligo4","pink",0.162310787023342,0.160217498236738,0.0879926512865272,0.157330791248143,0.180075589680917,0.139943949958947,0.130293882002949,0.131004502967634,0.0387219043184125
"AKAP8","AKAP8","grey","grey",0.0823956464270213,0.0778331418447599,0.0484060596350449,0.0756829749084844,0.0648246797544351,0.0632418280724767,0.0613981422138217,0.0552213060636658,0.0270739532760154
"AKAP8L","AKAP8L","grey","grey",0.142032436960993,0.144692275607684,0.0667770814527314,0.147577588166519,0.124892525004791,0.11498392113912,0.130135431414688,0.095746748334956,0.0259693489829188
"TPM4","TPM4","oligo1","brown",0.152440745249578,0.168751990568087,0.112950562193925,0.142124034179121,0.124249717604912,0.135167642509065,0.145005659912467,0.134492926050929,0.0300598142013476
"AP1M1","AP1M1","grey","grey",0.0979787338716994,0.0911621677644851,0.0746410873440865,0.0861822036395614,0.0770280214582643,0.0827043333692683,0.0760568377313146,0.0797224730427652,0.0238125002196696
"EPS15L1","EPS15L1","grey","grey",0.150731975234378,0.148572272294729,0.0788528367761031,0.140968212183922,0.122340205094493,0.132056459336878,0.113073132272107,0.123002141964185,0.0272161383467938
"SIN3B","SIN3B","grey","grey",0.106309301169382,0.10236559890879,0.0621593514986994,0.100960288816956,0.0847392258828995,0.0841386207162388,0.0903132989111953,0.0766542605592605,0.0278395261617611
"MYO9B","MYO9B","oligo3","turquoise",0.233751419073643,0.233449102421418,0.0985348973578364,0.277334544001722,0.226014986363206,0.180694034804222,0.250916562185634,0.141718597849977,0.0234580370399401
"SLC27A1","SLC27A1","oligo1","brown",0.17593090882543,0.21033113145119,0.0959985007853455,0.163890029258409,0.160961218744246,0.150400889630739,0.151688269779989,0.146269591984614,0.0303044940693343
"AC010618.3","AC010618.3","grey","grey",0.137020717343734,0.125258023425719,0.0867127445350059,0.133572702258675,0.104656791975467,0.112062508767336,0.112071709185212,0.0969557404503148,0.0211468442779363
"COLGALT1","COLGALT1","oligo3","turquoise",0.0761943371324861,0.0648638077241537,0.0368214798806648,0.0856656493460013,0.0570482517890698,0.0547521933858386,0.0495582534495829,0.035994517126643,0.0145624320392125
"FCHO1","FCHO1","oligo3","turquoise",0.164338299256842,0.161789266080872,0.0635455549111432,0.192985190596278,0.152152719233654,0.133663077906025,0.134088636966226,0.0991479780845972,0.0215328699037106
"ARRDC2","ARRDC2","oligo3","turquoise",0.147687094001565,0.128742774940548,0.140790613531186,0.167450903424943,0.119805898170299,0.0972593750707902,0.140003764593638,0.074361421868965,-0.00250719156171002
"MAST3","MAST3","grey","grey",0.17840174378152,0.169963316958806,0.124207383453518,0.179332439116016,0.143316029746351,0.147856702215368,0.154192416439594,0.130499187301851,0.0365965467048646
"JUND","JUND","oligo2","blue",0.210139577842327,0.207395856192932,0.327629730110984,0.163482927809917,0.145763977810503,0.146312826282358,0.1429716569517,0.152724253535372,0.0104857157127691
"FKBP8","FKBP8","oligo2","blue",0.115449420074814,0.114708630359752,0.163242982134458,0.0945485164289575,0.08404550557718,0.095176345274233,0.0799876957845582,0.0893196156493553,0.0269485592990424
"KXD1","KXD1","grey","grey",0.0898804213124413,0.0789537911736656,0.0983982196223767,0.0743309710807645,0.0578244285386452,0.0708989509832266,0.067463279150663,0.0663593687838132,0.00432604656654526
"TMEM59L","TMEM59L","oligo2","blue",0.0163354848755927,0.00596387837967331,0.0583715643092576,-0.000314796846588568,-0.00470845788835188,0.00269457250738756,-0.0132092148015186,0.00319506251170812,0.0606955752351385
"CRTC1","CRTC1","oligo3","turquoise",0.114428651122022,0.108289795046584,0.0456154191035178,0.13537968235649,0.0949849208900643,0.0870848391198509,0.0999460870976331,0.055250006991195,0.0202876425704725
"UPF1","UPF1","grey","grey",0.106613909982858,0.0954646054399016,0.0964736552781104,0.0989303526472871,0.0752699423955296,0.0838572758435021,0.0824874783267984,0.0774723610589761,0.0206562475417705
"COPE","COPE","grey","grey",0.0856090361426646,0.0641127781597679,0.120915030512159,0.0686961480370778,0.0437326234541409,0.0584466244418431,0.0535092766262468,0.0517840017104833,0.0179584538901908
"SUGP2","SUGP2","oligo3","turquoise",0.146037329245679,0.139198708988911,0.074548700369583,0.152891845439228,0.122559104424968,0.120505076620015,0.11646005551822,0.105020101733439,0.0340530332757743
"SLC25A42","SLC25A42","grey","grey",0.0835889178284277,0.083974962692359,0.0485047718040825,0.079620382521495,0.0737571452451584,0.0689460099139923,0.0700513129835444,0.059607975673911,0.032716303216973
"SUGP1","SUGP1","grey","grey",0.0745633902723804,0.0714480968139306,0.0272203139496747,0.0752337875148055,0.0647255382233682,0.0666079094755658,0.0608986668099218,0.0536215397700752,0.0150471980440548
"MAU2","MAU2","oligo1","brown",0.173185204141064,0.191982270606932,0.122953735206792,0.155365404577544,0.133496315275433,0.15089825325444,0.143534934709664,0.140752097558908,0.033868007944602
"GATAD2A","GATAD2A","grey","grey",0.124360653505949,0.117938314335388,0.0690253904291485,0.120018396581791,0.103759899802903,0.103659976806295,0.118263053744893,0.0957343861535666,0.0268054154343921
"ZNF14","ZNF14","grey","grey",0.0930929147290149,0.0827917488081398,0.0311962822037967,0.0914953575202545,0.0653782167666611,0.0897674315497449,0.0665007537807944,0.0810198758095988,0.0178369404036588
"AC011477.4","AC011477.4","grey","grey",0.0859229047741257,0.0841875091008192,0.0447859246085847,0.084477752103081,0.0672551620839929,0.083593250306704,0.0784127709082914,0.0817819148427327,0.00936508996218163
"ZNF253","ZNF253","grey","grey",0.148282959936333,0.131605942612447,0.0976271807548655,0.143034672478396,0.105903067639116,0.133763040332658,0.129914556647178,0.116620201654998,0.0299586403823357
"ZNF682","ZNF682","grey","grey",0.147779542342825,0.146323672959764,0.117212418032815,0.123345514944596,0.1091745752846,0.144571311129101,0.135328132159719,0.14983835321069,0.0405435546811936
"AC011447.3","AC011447.3","grey","grey",0.0790685115417037,0.0691288422086054,0.050521738613094,0.0825833688312491,0.0611352088020787,0.0541099906051599,0.0730386696785886,0.039994509959884,0.0145569375524476
"ZNF737","ZNF737","grey","grey",0.145653203833298,0.13021194747367,0.0794167229917879,0.142981444192939,0.0999846239112283,0.132505648195088,0.115124548834549,0.118333752485533,0.0187055887617788
"ZNF66","ZNF66","grey","grey",0.0858175224427136,0.0699423018567853,0.0573031481009402,0.0821351382787302,0.0594438146218362,0.073403574639038,0.0636420145133859,0.0666452747852826,0.00807486275479121
"ZNF430","ZNF430","grey","grey",0.133042059613882,0.121002404078939,0.0998788203707749,0.121097198698408,0.10229307554388,0.108079258363778,0.10817857758806,0.103162639457855,0.0182267385695746
"ZNF714","ZNF714","grey","grey",0.0844440096743047,0.088567479942094,0.0508039008027289,0.0799183778873822,0.0741182834856078,0.0714120007195423,0.0788619394332225,0.0724233358161523,0.0117395743201074
"ZNF431","ZNF431","grey","grey",0.172776955949186,0.150895362805148,0.106043009793058,0.166565585987335,0.128543257500653,0.138066288888176,0.122013786827723,0.118337709079891,0.0347715568109666
"ZNF708","ZNF708","oligo6","red",0.354478549253443,0.328002196362797,0.259101065310831,0.345852077180219,0.262637098372327,0.314069335733011,0.362846526713888,0.283604438267326,0.0549495743134926
"ZNF738","ZNF738","grey","grey",0.116575786443172,0.0971744189634907,0.0923059712134489,0.111482783020855,0.0794011119192889,0.0961355479121665,0.0813619272870305,0.0829792711932151,0.0145378655834608
"ZNF493","ZNF493","oligo1","brown",0.122989704472066,0.125775578884261,0.0788953023901017,0.110894999554661,0.0898538415185565,0.112445742637341,0.09675875605917,0.102009391846634,0.0134034728219241
