"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"MRPS25","MRPS25","grey","grey",0.111752839740534,0.0924787537053468,0.0780628006898983,0.112854136949085,0.0852443272153995,0.0911572247224248,0.0910017374312191,0.0708679733314884,0.0294404378972973
"RBSN","RBSN","oligo1","brown",0.105997870108686,0.117134608090727,0.076630747325365,0.0920910254304602,0.0827794196105399,0.0884141093597232,0.0834648209936207,0.0866995970729741,0.0388383417005069
"CAPN7","CAPN7","grey","grey",0.223461923629018,0.197963187341189,0.148936393151652,0.219954948291388,0.161311157913709,0.188666567939927,0.181473678625278,0.163634985134767,0.0298780260847721
"SH3BP5","SH3BP5","oligo6","red",0.203958578893359,0.184560144717223,0.17380299669358,0.198383997156672,0.152324425026347,0.166317772054154,0.233319345273069,0.159281198647794,0.026934622498535
"METTL6","METTL6","grey","grey",0.12585031220006,0.1193675051331,0.0740713492610441,0.127557790917672,0.101631847599152,0.106487645345295,0.116735747865529,0.093957784180121,0.0220333046747048
"COLQ","COLQ","grey","grey",0.0884695466939656,0.0847695211333698,0.0358381903810784,0.0979307393213385,0.0736523011482988,0.074371033123181,0.0941460033740365,0.0613424717087544,0.00852845335707591
"HACL1","HACL1","grey","grey",0.148652585915004,0.134401378637228,0.0903341689429484,0.141765179335405,0.103401519704792,0.127963054979708,0.111055814821635,0.108514327825631,0.0286486174513616
"BTD","BTD","grey","grey",0.103486644314192,0.0861887676295086,0.0727585813726739,0.102127759311277,0.0690897945315343,0.0855594582026613,0.0662580259535695,0.064929404435982,0.0070264671799297
"ANKRD28","ANKRD28","oligo7","green",0.318033148972058,0.300111384432358,0.221215521173092,0.28399505858592,0.214690331594268,0.329812502096597,0.250617458806973,0.361291746958136,0.0494854127287952
"GALNT15","GALNT15","oligo6","red",0.186056773596996,0.174859477628768,0.137922318295603,0.201461915468012,0.159051522584108,0.146093654433595,0.239480139688925,0.121760236385994,0.021550729158808
"OXNAD1","OXNAD1","grey","grey",0.152403992851742,0.128240116819337,0.084997659408004,0.158551912174552,0.110485889135485,0.129088664114716,0.122059589796737,0.103899891855533,0.0199155761336789
"PLCL2","PLCL2","oligo5","black",0.147857215850656,0.135057521713184,0.1192502980072,0.101140812127269,0.0726958393860946,0.199193836646635,0.0899179610134147,0.219966197463228,0.0217310333315985
"TBC1D5","TBC1D5","oligo3","turquoise",0.445874544946424,0.397509330138517,0.247296967684369,0.461092653059007,0.336909859622765,0.4172549332807,0.385816859505501,0.367397358301139,0.062222262030994
"KCNH8","KCNH8","oligo7","green",0.422050138128844,0.411204531130194,0.290279957610548,0.369118865732314,0.29436298392659,0.470781782947945,0.375467742987799,0.527942574656789,0.0633358989981833
"RAB5A","RAB5A","grey","grey",0.161219200306008,0.150768142772298,0.132610634430695,0.146142096064362,0.117405750001578,0.138708166216718,0.13398791445694,0.126224139159504,0.0339332669084303
"KAT2B","KAT2B","grey","grey",0.297112850441266,0.282935779553418,0.144565167113782,0.28344913759566,0.225406321855555,0.285153495149383,0.219307278945606,0.27079993538908,0.0488176124488196
"ZNF385D","ZNF385D","oligo1","brown",0.00183506041087854,0.0170482247866849,-0.00950398431164408,-0.00446721291058414,0.0122764023086411,-0.00053188842211421,-0.00784741563275549,0.00522999023689102,0.0872972103055266
"UBE2E2","UBE2E2","grey","grey",0.408655037963807,0.393193338414377,0.233782599380879,0.396200771508624,0.322389007871547,0.388468306459245,0.364612346424308,0.354725627112319,0.0647692693546006
"UBE2E1","UBE2E1","grey","grey",0.196097694227843,0.185413750506519,0.109579671977837,0.197353876853633,0.152200230963742,0.175008959926886,0.179868058396426,0.153166464983294,0.0303330321269969
"RPL15","RPL15","oligo2","blue",0.0888610394712419,0.046135686505588,0.261720819503617,0.04361560938037,0.022209086085831,0.0321435887054454,0.0433755105698009,0.0406338558940339,0.0509098200695191
"NR1D2","NR1D2","grey","grey",0.175732735975868,0.157282556997414,0.148558470887144,0.159934948269558,0.121162611210607,0.14043124951069,0.121388917268278,0.125427677521464,0.0456952819618941
"THRB","THRB","oligo8","yellow",0.0170004425720098,0.0200931374695222,0.0142201008695132,0.0117023218189673,0.022305762151769,0.0120200455298008,0.0254817222062863,0.0129634272357798,0.115708475517202
"TOP2B","TOP2B","grey","grey",0.211711606474319,0.189693445186738,0.145896693763333,0.200010191397265,0.151747490755209,0.180315292651124,0.158909545867768,0.166871443795176,0.0360759961367406
"NGLY1","NGLY1","grey","grey",0.174129973573049,0.150957159734388,0.109155124497224,0.159334289832562,0.123257700215582,0.150655531819952,0.135332027187286,0.137735521684139,0.0319334089333674
"SLC4A7","SLC4A7","grey","grey",0.0736812170114517,0.0700943550499795,0.0385095333596233,0.0625991438628911,0.0515961664749796,0.0605581375602256,0.0483515917081986,0.0635270941832146,0.0303563890375266
"CMC1","CMC1","grey","grey",0.147707104095679,0.13511854776449,0.115095544429832,0.124452500573064,0.0978937862281224,0.132351787884149,0.115301246218073,0.135496275605648,0.0298069484852423
"AZI2","AZI2","grey","grey",0.108975716259813,0.098131814305034,0.0892465836853636,0.0925377436810983,0.0748418317744954,0.0964676295912134,0.0803634360682552,0.0965382085815042,0.022780006784117
"STT3B","STT3B","grey","grey",0.176930309905873,0.151021623578991,0.121146812459961,0.159306035949568,0.124736320026531,0.155267371937552,0.118834405013187,0.141914734190122,0.0384407206570491
"DYNC1LI1","DYNC1LI1","grey","grey",0.120366446633011,0.104638264802193,0.0836881474993192,0.114454886673675,0.0895017923407446,0.100294935417696,0.0908120314500845,0.0823323746851571,0.0228364771940725
"CNOT10","CNOT10","grey","grey",0.13386883338981,0.128505755466009,0.0595358443645618,0.128893793627623,0.10562362144806,0.123652899104871,0.11653577721443,0.10977007571441,0.0274731169118108
"GLB1","GLB1","grey","grey",0.112854103985177,0.102047800689308,0.0774290465618532,0.105411978234184,0.0887027755692415,0.0979954035356794,0.0971783403087076,0.0922012686681585,0.0253145710952669
"CRTAP","CRTAP","grey","grey",0.0815178472809337,0.0772232680774283,0.0659010936685985,0.0718266421085361,0.0530764907874845,0.0638469463910328,0.0462231425208533,0.06491395795227,0.0203939578983705
"FBXL2","FBXL2","grey","grey",0.0870790762110616,0.0905380128327292,0.0558885184351366,0.0903874623418631,0.0842852844227901,0.0531673826969024,0.11795591612924,0.0368484863218931,0.0406312294183831
"UBP1","UBP1","grey","grey",0.107717996360097,0.103342276340423,0.0710493969642627,0.0921136006033685,0.084552525737031,0.0945678852845761,0.0854021402656852,0.0907138557437096,0.0261649333711566
"CLASP2","CLASP2","oligo7","green",0.568727391208413,0.562316938398632,0.377691675137309,0.521777349989358,0.433785311347832,0.542986072912962,0.482613788272047,0.548715092115996,0.101309390674711
"PDCD6IP","PDCD6IP","oligo2","blue",0.245910196266371,0.227391754514746,0.210794709551638,0.20903522521773,0.172704416772291,0.225994524965787,0.203258767374253,0.215190953500867,0.0475128732821938
"ARPP21","ARPP21","oligo7","green",0.167517919150876,0.166575312633707,0.153153998790766,0.0934357153435175,0.0992350377632747,0.215802295469765,0.101718715778766,0.300702910120012,0.0569888434289618
"EPM2AIP1","EPM2AIP1","grey","grey",0.194070191952525,0.170712199040779,0.155674653069205,0.180684270623872,0.136462207188739,0.162749826049718,0.16249465364488,0.146889496738447,0.0339560750212499
"MLH1","MLH1","grey","grey",0.154736121473171,0.13854198098532,0.104890613506266,0.145508721147904,0.110067766397991,0.13105436389781,0.13105493263868,0.119074744528253,0.0379632361422283
"LRRFIP2","LRRFIP2","grey","grey",0.339051543212976,0.315489954250746,0.237744547908632,0.315219783128276,0.260514924806946,0.315240594920902,0.304565125299815,0.300957858133382,0.0491804270384936
"GOLGA4","GOLGA4","grey","grey",0.298701157413451,0.285670185690922,0.155912210121519,0.312323469780355,0.259818727761166,0.256834356164816,0.288047258507538,0.227314553343789,0.0544520246945478
"CTDSPL","CTDSPL","grey","grey",0.127732691539716,0.119101764763675,0.0604376214160859,0.153890758936312,0.121126303656359,0.0806160765967875,0.14772724913389,0.0488137329056197,0.0402607088999686
"ACAA1","ACAA1","grey","grey",0.105495139764118,0.0725622237058736,0.113590675303745,0.0961461073706471,0.0575629165980742,0.0746188573758746,0.0719645827662677,0.058288295236774,0.012874569870159
"OXSR1","OXSR1","grey","grey",0.138429749120964,0.121298125614804,0.0798188240748753,0.135902014257016,0.0956764956322256,0.120788484106384,0.105891706511856,0.106520479065672,0.0217939264453384
"XYLB","XYLB","grey","grey",0.0823711088438386,0.0812177107132299,0.0420631075472233,0.0732863497863192,0.0673524129151803,0.0692081456081262,0.060828544042963,0.0654166993967443,0.013682215165313
"ACVR2B","ACVR2B","grey","grey",0.117675074146022,0.102257047508347,0.0627306537567281,0.12255737267713,0.0778560324022489,0.101685359387625,0.0877952654498323,0.0833691487658791,0.0192569929831399
"EXOG","EXOG","grey","grey",0.133293958949479,0.112348216372887,0.093735864006288,0.12757539323804,0.0846971787773483,0.10892319619206,0.0944233343670905,0.0941729129636199,0.023955377505047
"WDR48","WDR48","grey","grey",0.14198405935421,0.128200370580078,0.0930214219893232,0.136427990816427,0.102220487097829,0.121322625948005,0.104405779363468,0.106990804671185,0.0229100487902214
"RPSA","RPSA","oligo2","blue",0.090229730175458,0.070755959514274,0.164290464828178,0.0651923386184288,0.0511050630512025,0.0576159864864191,0.0553739556094533,0.0591090336711009,0.0221907143146852
"MOBP","MOBP","oligo5","black",0.451565128621591,0.450995997750411,0.286648071944923,0.425471841226465,0.369274904773502,0.490387135547556,0.479306220595339,0.432870643117527,0.078353720621038
"MYRIP","MYRIP","grey","grey",0.0720920451599198,0.0551239848269835,0.0352668978576862,0.0940995313250025,0.0513769335977409,0.035583377828052,0.0377469812556798,-0.0120619048726305,0.0317595068114993
"EIF1B","EIF1B","oligo2","blue",0.0711418216132283,0.0439215379085702,0.128187431448261,0.0524686181370526,0.0344480343398198,0.0385796542706016,0.0414393617965826,0.030516861949502,0.0239237648429286
"ENTPD3-AS1","ENTPD3-AS1","grey","grey",0.214181358635448,0.206634641304985,0.133638618160949,0.202356620180421,0.167346019549165,0.198950924187531,0.205460534401186,0.187560896276438,0.0336813469386452
"RPL14","RPL14","oligo2","blue",0.0853425709889138,0.0591883910349418,0.135275386426071,0.068138851526092,0.0490712251929202,0.0519651678206335,0.0570886771843656,0.0465096219155065,0.0226395902072137
"ZNF621","ZNF621","grey","grey",0.1446061328343,0.135046186178087,0.0724648878499498,0.152072572344866,0.119234558125322,0.122226654342677,0.125304766771632,0.103981889894395,0.0174150431772425
"CTNNB1","CTNNB1","grey","grey",0.146710218131259,0.131517979456489,0.115085150311378,0.128742678088227,0.101646693024246,0.121481856920303,0.0953581960467956,0.110864443107432,0.040586079306048
"ULK4","ULK4","grey","grey",0.134721840685513,0.12235376292013,0.0690496334099048,0.133727146256974,0.0949090979332552,0.117469675182011,0.125234210781474,0.103848062449348,0.035273726631244
"TRAK1","TRAK1","oligo3","turquoise",0.147387331547573,0.131550369019088,0.0804719239093978,0.173049231748461,0.125447202808695,0.100868214351276,0.159976075827985,0.0617307959688572,0.0262089670764473
"CCK","CCK","oligo2","blue",-0.0275059318478276,-0.0390704195695798,0.0346893855962673,-0.0237050087934171,-0.0274326176501539,-0.0449002303201101,-0.0295908386507194,-0.0483343264023239,0.050019420085649
"SEC22C","SEC22C","grey","grey",0.131781302357507,0.115278394368164,0.100370776995628,0.120426634600247,0.0941484449626554,0.103669432196744,0.0967335671986848,0.094050366499886,0.0230830626271691
"SS18L2","SS18L2","grey","grey",0.109399650477271,0.0802580903202086,0.0963690890774515,0.113389975091102,0.0741241501914825,0.0633884945416014,0.0819822555335078,0.0388171256298448,0.0174279877185985
"NKTR","NKTR","oligo3","turquoise",0.327019602332262,0.294577436786266,0.18355981594775,0.354737858382574,0.253405433108553,0.283533979257258,0.300299642544772,0.238275585211595,0.0459768725546991
"AC006059.1","AC006059.1","oligo7","green",0.175679354229279,0.193442454137659,0.135542463337638,0.118569154981075,0.104378959340016,0.212870835493745,0.109266209774229,0.258817029416572,0.0487375588208152
"SNRK","SNRK","grey","grey",0.0857293313017504,0.0746964096675438,0.0573925434430891,0.0698811506142616,0.0632559903422676,0.0767652756793608,0.0507196249522383,0.0683537076181048,0.0305571291556472
"ANO10","ANO10","grey","grey",0.143109191406338,0.135834002078216,0.0770994944243395,0.14184327130308,0.108144811425112,0.113591167603678,0.118085162547107,0.0930496602838504,0.0378703741826096
"ABHD5","ABHD5","grey","grey",0.12834097408684,0.12270073628331,0.0800299023691896,0.128070841296431,0.105849934756182,0.0989543016822935,0.114600981298737,0.0718484642445158,0.0324852309935308
"TCAIM","TCAIM","oligo3","turquoise",0.137410252585555,0.103251489004886,0.0688363849450074,0.165644095368746,0.103348434922573,0.10649908518176,0.108589980209137,0.0687446743404079,0.0127757195137432
"ZNF445","ZNF445","grey","grey",0.128578918916596,0.116996152116843,0.0694832822749054,0.125020905409493,0.0979304586761173,0.107416681814225,0.0965206355291898,0.0906392608338601,0.0191348951124773
"AC099669.1","AC099669.1","grey","grey",0.121972528439476,0.106433396249706,0.0896138732137628,0.107599891816503,0.0793870629625717,0.102042163723598,0.10067497452113,0.0970736974504994,0.0239736291795769
"ZNF197","ZNF197","grey","grey",0.137795361705442,0.125900406468806,0.0747867986159501,0.130845700203122,0.0982672043911746,0.131927520666118,0.112163537029958,0.116641945456504,0.0259411060325601
"ZDHHC3","ZDHHC3","grey","grey",0.0794650398175279,0.0695697142027516,0.0596195423762521,0.0766061034882806,0.0532858806387732,0.0619809901801475,0.0508775117198913,0.0501637524563348,0.0190481991668981
"LARS2","LARS2","grey","grey",0.101342242258527,0.0954104654848544,0.049348277083338,0.0980711310620022,0.0814138377254163,0.0952820806613102,0.0908642992473965,0.0835923719489022,0.0164997656029199
"LIMD1","LIMD1","grey","grey",0.121471612617584,0.121880088163949,0.09736468179575,0.125043102521143,0.10301689832514,0.104785012697579,0.149235202101398,0.105664093529368,0.00529427470875879
"SACM1L","SACM1L","grey","grey",0.148350257601275,0.134286257176409,0.111171033825599,0.130199905457436,0.105723245040749,0.124992321372579,0.110525904397732,0.117764853012582,0.034732401764004
"LZTFL1","LZTFL1","grey","grey",0.0707916665581614,0.0577363506323957,0.0342805170155639,0.0800209983137139,0.0486038055758722,0.0574765694846419,0.0536959370061791,0.0456606436183287,0.0117493450945378
"FYCO1","FYCO1","grey","grey",0.127632553218081,0.112387043019525,0.0697595422461206,0.127761286643578,0.0964401780641575,0.11425307287726,0.122851857085251,0.100557297605192,0.0120649678830526
"CCDC12","CCDC12","grey","grey",0.103518316146922,0.0848680803393011,0.0927874205436895,0.0902172789289869,0.067037821062786,0.071929456049759,0.0686006243269527,0.0619580018961923,0.0193313084111804
"SETD2","SETD2","grey","grey",0.253845958088209,0.245737819891187,0.132575812732228,0.251974008941197,0.210449345860682,0.231511332489226,0.215425025415219,0.207269172584225,0.0487819800687459
"KIF9-AS1","KIF9-AS1","oligo1","brown",0.12912975711004,0.151849090951642,0.0595999628715536,0.120150608324645,0.11350157343465,0.12190208530248,0.126342759095491,0.122046592275705,0.0263449567116106
"KLHL18","KLHL18","oligo1","brown",0.084927012234405,0.0919831021502237,0.0412024324089239,0.0787127281740452,0.0719237260342077,0.0742031970916431,0.0635744449690867,0.0706837780255078,0.029057131016136
"PTPN23","PTPN23","grey","grey",0.0974085837450882,0.0906011023160346,0.0769158195084175,0.0953621676551272,0.0736430351791067,0.0792640142906701,0.078760369207852,0.0649864989694013,0.00914293740952574
"SCAP","SCAP","grey","grey",0.133215897427083,0.118837751685059,0.107573705401375,0.125753129074324,0.0952493263485391,0.100867970622894,0.102576692676352,0.0879667585250307,0.0338680090432972
"ELP6","ELP6","oligo1","brown",0.0739845846440507,0.0767605177285919,0.0696076219789993,0.0582166575520325,0.05786258873407,0.0607315543908895,0.0586986979847792,0.0581283402460928,0.011707353569408
"SMARCC1","SMARCC1","grey","grey",0.217048352934918,0.214192721929832,0.117007784742622,0.215802511709422,0.181855365480742,0.189544354518127,0.187918140592181,0.166731975361749,0.0475405103796354
"DHX30","DHX30","grey","grey",0.119543551463351,0.115158548508555,0.0952601900946796,0.106061127463204,0.0962894441897598,0.0965049920616451,0.0940898419140509,0.0904695423654406,0.0305547376103438
"MAP4","MAP4","oligo1","brown",0.26281416149898,0.288703554395762,0.139395156917662,0.258626090291702,0.227404562414386,0.251646476231722,0.245334558489298,0.2460475435609,0.0515503244992091
"ZNF589","ZNF589","grey","grey",0.112080343947589,0.105868270125288,0.0727068663483706,0.103459559169011,0.0911245278749863,0.106812762775898,0.0951702432003131,0.105321970647404,0.0133540263435664
"PLXNB1","PLXNB1","grey","grey",0.17204018823651,0.162614226654838,0.130902634012962,0.169968816420602,0.143877492492292,0.133286226169373,0.152528562478899,0.118083689111077,0.0225051905497307
"TMA7","TMA7","oligo2","blue",0.0552141195157072,0.0394806270808134,0.103719193031689,0.0456806977958741,0.029319596753832,0.023559074098451,0.0313646768866138,0.0223311094224402,0.0166157709060987
"SHISA5","SHISA5","grey","grey",0.0613237988313575,0.0620723959721282,0.0656128360021071,0.0498414438725317,0.0454993615455127,0.0548124000325311,0.0479388065463559,0.0600268535784192,0.0131461154772356
"PFKFB4","PFKFB4","grey","grey",0.0934097660831299,0.0947968665100139,0.0434149262353508,0.0895166198670128,0.080682731599885,0.0855662383025725,0.0747524419399405,0.0769298108861426,0.0232403416698335
"UQCRC1","UQCRC1","grey","grey",0.0593470114699372,0.0503106513817485,0.0765927914063451,0.0480720177242731,0.0365074246366879,0.0423603474046787,0.0393243220620842,0.0348358978448679,0.0211221572258776
"NCKIPSD","NCKIPSD","grey","grey",0.0573537276722583,0.0529911892908112,0.0405713546908872,0.0573441351437612,0.0444953696623053,0.0383236453804052,0.0443864045733092,0.0297871924201109,0.0159509590263409
"IP6K2","IP6K2","grey","grey",0.146082386732199,0.126760918291525,0.0939897943834191,0.139055848267157,0.100532985176768,0.128312099121377,0.0945867426444695,0.106762268226267,0.0385814611568707
"PRKAR2A","PRKAR2A","oligo4","pink",0.205187263106968,0.208804355351458,0.111158618179906,0.203446321574531,0.228129500842959,0.184575718000202,0.171392786120495,0.161857085059164,0.0447050433261997
"ARIH2","ARIH2","grey","grey",0.233522633901779,0.222173662205577,0.151062115890086,0.223765063571342,0.179541988025339,0.19998794980553,0.194054984397365,0.18437370216427,0.0367954216397773
"P4HTM","P4HTM","oligo2","blue",0.0824349500895855,0.0623085298357059,0.100077286536763,0.0765714701255666,0.0581683284578349,0.0563193319440019,0.0654211947458332,0.0435322478096742,0.0184199697986955
"WDR6","WDR6","oligo3","turquoise",0.0995414184383402,0.0878289806412619,0.0585441749366571,0.10363828393523,0.0699206967722022,0.075048643352652,0.0751563694330689,0.0609646740568325,0.013426461530926
"QRICH1","QRICH1","oligo1","brown",0.0992290774203553,0.117208553919942,0.0389002078143617,0.0927776465641797,0.0896714561281259,0.0867292328270494,0.0845441822254441,0.0841825172101129,0.0307236153268334
"USP4","USP4","grey","grey",0.110014718782554,0.11065132163666,0.0565304951941267,0.109195791431989,0.0900694558870162,0.104535140677524,0.0984977818278594,0.0994404846003189,0.0216303529245926
"RHOA","RHOA","grey","grey",0.145737931470891,0.122346034813141,0.183328017847529,0.115862284283018,0.0911794910856421,0.103455208771168,0.09603284221069,0.0998697488730835,0.026950503164978
"TCTA","TCTA","grey","grey",0.102229353199272,0.0893526109298089,0.108625720424108,0.0871994917941493,0.0586175615949895,0.0828146047510887,0.0794239001815825,0.0801128620385368,0.0108486214718597
"DAG1","DAG1","grey","grey",0.0853691997735111,0.0732899269627943,0.0989013590166122,0.0721345255886843,0.0565162585998508,0.0657577582364792,0.0609082584073098,0.0627824036050706,0.0215000474244714
"IP6K1","IP6K1","oligo1","brown",0.146067786322635,0.165454364533835,0.0954626475269761,0.130784619890128,0.124206115057655,0.123908690745702,0.114351104461872,0.121133860335582,0.046708339431844
"RBM6","RBM6","oligo4","pink",0.273380250060634,0.264216844645115,0.150201621094918,0.265478776035796,0.287069198659255,0.232041232187533,0.220698887460442,0.20434621866437,0.0483620945708781
"RBM5","RBM5","oligo1","brown",0.217863164303853,0.241535651158018,0.131341604107866,0.200346883316667,0.179487883302765,0.1990486077998,0.179509773205978,0.184237041098922,0.0531717369794143
"GNAI2","GNAI2","oligo2","blue",0.146683765537826,0.137059339258306,0.215093517213465,0.114804744634363,0.0967516467782025,0.107491622156514,0.109557597701055,0.112892808785876,0.028447445607764
"SEMA3B","SEMA3B","grey","grey",0.261704066119179,0.270305030183088,0.232215303636903,0.241591960817786,0.202933788202829,0.233848560746834,0.28732436503959,0.247373427395376,0.0167911724121149
"DOCK3","DOCK3","oligo2","blue",0.454463686736956,0.430354178083324,0.279309262533268,0.466841532677628,0.363735064474585,0.422767154500849,0.468247156385469,0.387703318793367,0.0758061420718053
"DCAF1","DCAF1","grey","grey",0.0908974728305918,0.084911311390654,0.0467056699922198,0.0848608968412616,0.0704546239174694,0.0761196363130827,0.0609510321560175,0.0662492689927782,0.0163665827668517
"RAD54L2","RAD54L2","oligo1","brown",0.094997498016072,0.101744766778624,0.0435799459420144,0.0950668685995792,0.0787098669417097,0.0860975461644018,0.0839580602082882,0.0696738594773872,0.01979955940878
"GPR62","GPR62","oligo2","blue",0.102710009745992,0.0913405941086675,0.187158387235244,0.0689893821778949,0.0529886494186814,0.0726999157766223,0.0569397753591154,0.0754592068007823,0.0131231300253044
"PCBP4","PCBP4","oligo7","green",0.159616410945666,0.179213694704984,0.179288155945989,0.120463411227992,0.123179954438126,0.152108276809679,0.154732265157273,0.192229621717939,0.0211252036446444
"RPL29","RPL29","oligo2","blue",0.0612971796442563,0.0369581717482655,0.171644928272722,0.0273093721882157,0.0227263400782855,0.0295850602635703,0.0269160896707914,0.0436228362612724,0.020429282186942
"DUSP7","DUSP7","grey","grey",0.103723455251639,0.0887368346132238,0.122327643438061,0.0872674921720665,0.063943437079457,0.0798172261381873,0.0681525159327193,0.0729560021214435,0.00917191064864542
"WDR82","WDR82","grey","grey",0.111596223802359,0.0986287226610505,0.103494288465729,0.102929129379255,0.0788592694006098,0.0895208881848766,0.0771123909511009,0.0799417849042647,0.0309053580823949
"DNAH1","DNAH1","grey","grey",0.0986125961794442,0.0985096181477158,0.0685360731422637,0.0847697387912062,0.075141185136047,0.0926438483864276,0.0891338444700279,0.10016759493096,0.0182341297918499
"PHF7","PHF7","grey","grey",0.0745783391445142,0.0745945932121999,0.0607497968994326,0.0655509812931104,0.0523787615854185,0.0618611643689106,0.0561527130991895,0.0593618038286857,0.0134807886772054
"NISCH","NISCH","grey","grey",0.0941812240590168,0.0879524873425011,0.0721427640414322,0.0827733208185909,0.0747084288502416,0.0752635164869379,0.0631371940203119,0.0678644226731458,0.035264689993352
"SMIM4","SMIM4","grey","grey",0.0925975128521678,0.0743635588907343,0.077381922538847,0.0837853790182573,0.0637551476906168,0.0763762477911507,0.0640218087766066,0.0715190082128662,0.0112490569966454
"PBRM1","PBRM1","grey","grey",0.257582165732536,0.238053614197849,0.159413587893303,0.24383642426613,0.195719736222642,0.225764755971972,0.215544597514355,0.20705945639337,0.0376903929353006
"GNL3","GNL3","grey","grey",0.086898192529837,0.0633910418658401,0.111081103201737,0.069590283585422,0.043954257098767,0.0584794744760079,0.0623217948473311,0.0581205107520085,0.0244219062971357
"SPCS1","SPCS1","oligo2","blue",0.0833730181925295,0.0535491881563096,0.147992963288716,0.068919824896209,0.0483328321575679,0.0469857718283847,0.0540521772946665,0.0403748203478176,0.0144307290530949
"NEK4","NEK4","grey","grey",0.115100437934996,0.0997468706416377,0.0669428522361608,0.11014664582175,0.0846675217502018,0.0894810265507962,0.0848317684963045,0.0730772678234547,0.0250907722402178
"SFMBT1","SFMBT1","grey","grey",0.0983374275508325,0.0895716376457779,0.0599426245772584,0.094219008974399,0.0743059687854462,0.0849145625543068,0.0754111189553044,0.079952841493062,0.00937912491460336
"TKT","TKT","grey","grey",0.13923606877661,0.104032904893568,0.163405300618439,0.13892645745074,0.090654827011588,0.0818290219384117,0.109209047249922,0.0565413421241418,0.0273582254584784
"DCP1A","DCP1A","grey","grey",0.13826039464426,0.134332765935041,0.0732329364154102,0.136468950873849,0.117485955315019,0.119423006710386,0.118756529927319,0.102342454161433,0.0176407941267751
"CACNA1D","CACNA1D","grey","grey",0.0872226625244162,0.0837268059102044,0.0614056073137996,0.0878869426022344,0.0752998390279406,0.0597829719810322,0.110519843884131,0.0494042086296077,0.0472845692307201
"CHDH","CHDH","oligo3","turquoise",0.08234302121563,0.0549930130771784,0.0480279821875051,0.105410224092022,0.0578838370070751,0.0466474578586359,0.0311158628107352,0.017443116329169,0.00910629923583828
"CACNA2D3","CACNA2D3","oligo8","yellow",0.00972837835157342,0.0156179120352481,0.0071270152169376,0.00327693054056177,0.0130998234812448,0.00511425484543447,0.00325546826847438,0.0107175693166064,0.156797197926248
"ERC2","ERC2","grey","grey",0.159541179151427,0.142719238295537,0.0942697209680023,0.151609647665327,0.112122753575627,0.144370695734294,0.125371742161202,0.136152539228819,0.0667025114298338
"CCDC66","CCDC66","grey","grey",0.201403735914598,0.171219841552374,0.140419480363943,0.183453854869615,0.139595669308122,0.167629628907591,0.149155727592889,0.146716834131902,0.0322017214818364
"FAM208A","FAM208A","grey","grey",0.218752019313984,0.194311802120435,0.140538292268491,0.213173494432596,0.16219916205835,0.187432215855273,0.176397166258772,0.159822697436647,0.0370709393647731
"ARHGEF3","ARHGEF3","grey","grey",0.13780681182484,0.135659467019381,0.095295784379385,0.134617286396226,0.120520874867209,0.118940348711248,0.148450959729722,0.121114143921563,0.024939295627545
"APPL1","APPL1","grey","grey",0.170472092327153,0.152358276118357,0.121516530601726,0.161879535470995,0.120839152488307,0.137559234872394,0.13022049554242,0.122993841305705,0.0257133787555155
"DNAH12","DNAH12","grey","grey",0.111206299877869,0.105517529886242,0.0663730400068152,0.109474362258652,0.0827758844867267,0.107247700431307,0.0995739106561242,0.0978680159917777,0.0161171739038947
"PDE12","PDE12","grey","grey",0.083300787998751,0.0730086199507137,0.0846178027084725,0.0706755157103749,0.055832886655873,0.0687232790179576,0.0595437871893071,0.0628786093798587,0.0213337346440556
"ARF4","ARF4","oligo2","blue",0.0913197009372047,0.0744616861506489,0.114099564475955,0.0768616755821851,0.0564812400565039,0.0651524900201559,0.0668359534764052,0.0590194661698927,0.0270870680797849
"DENND6A","DENND6A","oligo1","brown",0.169483168206286,0.181133199451052,0.113222360223139,0.154417803265151,0.144380135709937,0.142961933073629,0.140330460173039,0.135944032255936,0.0320458261881343
"DENND6A-AS1","DENND6A-AS1","grey","grey",0.0821948803218593,0.0716146505609502,0.0898597826032802,0.0671995264032315,0.0573011766615417,0.0630935379509474,0.0617041387108733,0.0664421401261973,0.0121258661192217
"SLMAP","SLMAP","grey","grey",0.204571635809805,0.186921370109731,0.109020356357185,0.196169366136445,0.157076252268526,0.177906969186572,0.152604219450926,0.155858941287972,0.0415891007516427
"FLNB","FLNB","grey","grey",0.16334556991557,0.146573987072695,0.0818936977975867,0.185430804472974,0.132738113481134,0.122798192245039,0.169035205760388,0.0895275908342391,0.013017684144436
"ABHD6","ABHD6","grey","grey",0.212193068657911,0.202076057787138,0.138082625953061,0.213846647174873,0.172903370816285,0.178911987973846,0.182517817605621,0.160463133692154,0.0309230611995193
"PXK","PXK","oligo3","turquoise",0.484330457582675,0.45066140946615,0.279370178748927,0.51215496138662,0.380610551785297,0.443695701333493,0.44074115597293,0.390314704262428,0.0751708090641584
"KCTD6","KCTD6","grey","grey",0.106754107715441,0.0942083440186843,0.0941753829729931,0.0993844196084043,0.072821234430458,0.0877051906425662,0.0877515957352012,0.0817564472846628,0.0239225590826147
