"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"NSRP1","NSRP1","grey","grey",0.177039085157892,0.200148150359949,0.114620033078713,0.069131637341672,0.110373166158603,0.166311657167949,0.121192173807729,0.121211380763589,0.0910413193749474
"BLMH","BLMH","grey","grey",0.111631917273544,0.119606517631798,0.094665822997316,0.0576849242434226,0.0622274375109129,0.0896534074841594,0.0727885158048741,0.0664314274576898,0.0467427805270754
"CPD","CPD","grey","grey",0.276255669354148,0.266437008851608,0.236346186846879,0.149623507263469,0.163102924867766,0.205692670382893,0.149774701027603,0.146784573126493,0.0580193306516769
"GOSR1","GOSR1","grey","grey",0.140870899462838,0.169445848902611,0.111656477348876,0.0744361254811897,0.0870744600315352,0.144165265329538,0.0979240149705552,0.0980321110074819,0.0820333383803628
"CRLF3","CRLF3","oligo5","blue",0.0785609077819723,0.111898446831831,0.0902108311532921,0.100639504658658,0.0554398749829874,0.119824213952788,0.0827645974624146,0.080342121266645,0.0576549069439813
"ATAD5","ATAD5","grey","grey",0.0605481165148737,0.0754501640855029,0.0547672812177723,0.0385223938321345,0.0325001433430488,0.0676358861239526,0.0450250753681654,0.0419840102828212,0.0388200084402305
"AC130324.2","AC130324.2","grey","grey",0.0980207534116236,0.0965271700811575,0.0368565198207935,0.00128401443274121,0.0319017538318996,0.0635178483823255,0.0674459039489687,0.0560496243989063,0.0478239767311821
"TEFM","TEFM","grey","grey",0.139154614352883,0.142079704259452,0.118619402676219,0.0708999545499367,0.0678269482395699,0.100688693950831,0.0732518079189791,0.0695901624268605,0.0375233369889909
"NF1","NF1","oligo5","blue",0.285272039597196,0.338461047402835,0.223451565402378,0.160890115311863,0.201554981706778,0.316422229502759,0.205546554854994,0.219043467226958,0.159149843718529
"OMG","OMG","grey","grey",0.142804501838526,0.154834749594083,0.187134340297903,0.134415678841901,0.00399046257359172,0.104452782547565,0.126861158698419,0.0952627271982543,0.13646281079527
"EVI2A","EVI2A","oligo2","brown",0.15405190681064,0.14241463227089,0.196464042912893,0.118396886805029,0.0464150316756955,0.0815735416471569,0.0766184160985105,0.0631422671459439,0.0557242172831544
"RAB11FIP4","RAB11FIP4","oligo1","turquoise",0.287466124115337,0.276047588786177,0.150674255999723,0.0622587154421639,0.13824857574116,0.205052798669119,0.175684243295995,0.158347505683472,0.108386102618951
"UTP6","UTP6","grey","grey",0.0852715650660132,0.101392409798719,0.0672178769411453,0.0427514688261744,0.0550610606676057,0.0797182757501635,0.0566301086821201,0.0542591181829374,0.039117988524756
"SUZ12","SUZ12","grey","grey",0.19749649740178,0.22488507994838,0.154715875015608,0.101928305371442,0.11573756132327,0.184459539200826,0.136087164775426,0.125625835899355,0.0958993744666014
"LRRC37B","LRRC37B","grey","grey",0.222477873945945,0.207471778190129,0.130129681328875,0.0612428280089379,0.103147327234211,0.14662780508121,0.123277706623785,0.116597581524506,0.0574631794277361
"RHOT1","RHOT1","grey","grey",0.172248126449978,0.185268183736017,0.101707683273254,0.0594739954997181,0.0804576217126919,0.145304924668161,0.124880466367008,0.114150581925899,0.0995005635169177
"RHBDL3","RHBDL3","grey","grey",0.0616396267401191,0.102326654075198,0.0547711457497856,0.0190034085406859,0.0724289717974256,0.10060761546864,0.00742549849511881,0.021760561020085,0.0423166156874304
"ZNF207","ZNF207","oligo5","blue",0.221597179297282,0.271423780284659,0.211950762212681,0.151177546354579,0.163481182463212,0.252631226075915,0.150026028532725,0.158220694070625,0.125587856290612
"PSMD11","PSMD11","grey","grey",0.158001386828456,0.191675442680206,0.15707570402393,0.109594524808844,0.156516005810308,0.171050173282836,0.084699435611013,0.10040508607775,0.0352043824164536
"MYO1D","MYO1D","oligo6","red",0.43298122466602,0.435596402402879,0.248771758243559,0.125165485916506,0.166982274397566,0.344713507074266,0.36504352770053,0.286364666581377,0.249364893679001
"TMEM98","TMEM98","grey","grey",0.268418361074224,0.29098076731712,0.213202990867073,0.131565195489072,0.0920272997582051,0.243005652128986,0.210246661933774,0.195118132819557,0.164751917887981
"ASIC2","ASIC2","oligo7","green",0.024865446194728,0.0320612803967615,0.00893279410939832,0.0121510649524322,0.00835165606810749,0.0247001394339112,0.0291283824773022,0.0486941692723406,0.0234672324883977
"RFFL","RFFL","oligo1","turquoise",0.182923351441097,0.172709000120683,0.174483754979232,0.1115346367617,0.0918801862252551,0.127213154456073,0.0897638386445803,0.0876664668247596,0.0366183696160338
"LINC02001","LINC02001","grey","grey",0.0716827658669778,0.086228189192758,0.055434774521695,0.0273990657067119,0.0421280808088484,0.0704678596105728,0.0499582088217324,0.0432742600775506,0.037260271301146
"AP2B1","AP2B1","grey","grey",0.188566838399427,0.231222823946591,0.169070123199079,0.10848851493949,0.156974728480777,0.191875759923995,0.0942396426399564,0.10265835087291,0.0400385703513407
"TAF15","TAF15","oligo5","blue",0.244811994008672,0.276099456219121,0.167078198010196,0.0930126998845224,0.126094120394761,0.233836389633172,0.16589721909019,0.158301458661299,0.143853032582831
"ZNHIT3","ZNHIT3","grey","grey",0.0650693968275308,0.0764951496237351,0.0877022577586136,0.0649155071427547,0.047076171839067,0.0574141860465914,0.0297149892875921,0.0258269582883649,0.0178465657036382
"MYO19","MYO19","grey","grey",0.144117937329339,0.157315413056422,0.0892192736191401,0.049427783337045,0.0889852623781533,0.12537160289522,0.0998444801587544,0.0941070290229663,0.0667533692103851
"GGNBP2","GGNBP2","oligo5","blue",0.109271042620966,0.144479073916954,0.111327443892642,0.0839424646496293,0.0978079222443613,0.135174110217251,0.0685536423900901,0.0758817794948807,0.0417300979565073
"AATF","AATF","grey","grey",0.174216402312898,0.202092803774175,0.117953272081195,0.0669103058689826,0.109441771974694,0.164853772108505,0.114452782994409,0.115876856992274,0.0845976379720353
"ACACA","ACACA","oligo5","blue",0.278749837081185,0.290060605721867,0.175117286185362,0.12293007464811,0.162883245594217,0.263431311690468,0.225826398737722,0.20899620685382,0.138074463481162
"TADA2A","TADA2A","oligo5","blue",0.0788345159963395,0.0939035367874196,0.053426894239251,0.0450475641139402,0.0526672991725564,0.0927827796083064,0.0678347107400732,0.0675032901650194,0.0493971069466909
"SYNRG","SYNRG","oligo5","blue",0.187714213123114,0.216214106287175,0.148411799093282,0.0968677956314608,0.122215578653193,0.19034109681392,0.124133658959855,0.123782231332217,0.0837701342105625
"DDX52","DDX52","oligo5","blue",0.103420228065648,0.121979497112407,0.0959831892929084,0.0685144355119189,0.0750062565668565,0.110663868691682,0.0685510073410489,0.0746037362619262,0.055486706806477
"MRPL45","MRPL45","grey","grey",0.0811236709982797,0.092072150337625,0.077605798968584,0.0622883449749759,0.03584886660866,0.0746455348226462,0.0623886707603431,0.0549961924173089,0.0474081642652663
"SOCS7","SOCS7","oligo5","blue",0.088723557698889,0.10896931871512,0.0523589057441921,0.0303467372395211,0.0651920408498048,0.101816709364181,0.0618330741232478,0.0651916776209261,0.0533526707032597
"ARHGAP23","ARHGAP23","grey","grey",0.328199601804287,0.351295315835313,0.207977469909173,0.110766062109733,0.143748598333795,0.287751152749397,0.230208976058614,0.222665240970936,0.184474195789455
"SRCIN1","SRCIN1","oligo6","red",0.355323814484972,0.353856841888917,0.216130672426121,0.104689700634596,0.098668314514922,0.263767315161071,0.296437518254149,0.22536063655936,0.184469997736057
"MLLT6","MLLT6","oligo5","blue",0.122378762007697,0.152367811906414,0.100819988709112,0.0753094340434009,0.061430771106763,0.137274722416094,0.0989630514404354,0.0951898912981376,0.0888595220222779
"PIP4K2B","PIP4K2B","grey","grey",0.108550000114592,0.117577718133544,0.0837345355569315,0.0613495431588744,0.0636169364750105,0.102730961043095,0.0884076593555499,0.0842374342536698,0.0604994438113086
"CWC25","CWC25","grey","grey",0.0595485731496969,0.104587165607722,0.0931019266563786,0.071787265025008,0.0856399941175314,0.105439516039723,0.0274833882272682,0.0355670570702805,0.0186406346700493
"RPL19","RPL19","oligo2","brown",0.086943406960685,0.111749212813144,0.224559641884042,0.16912181518633,0.0581275695762371,0.0768312582042351,0.0222324369625241,0.0276444063900633,0.0125151083681062
"FBXL20","FBXL20","oligo7","green",0.177479144355949,0.194611753611346,0.0862259010575662,0.0486893399531924,0.0738089097107225,0.156277211792106,0.154656450197482,0.186191374534281,0.127822400940732
"MED1","MED1","grey","grey",0.0834794012509222,0.104556830180931,0.0828078927940964,0.0544557129477284,0.0551671695182777,0.0857061716549548,0.0552500744464516,0.0560188377934334,0.0451881081634216
"CDK12","CDK12","grey","grey",0.191172666633183,0.221693215712349,0.142308990467783,0.0837492670322259,0.120028778919133,0.173214966693897,0.117627804621097,0.11817383033404,0.0780940155586544
"STARD3","STARD3","grey","grey",0.147366946318949,0.145921606007633,0.107527454804945,0.0585691575015493,0.0738769766212087,0.0982664548284896,0.0717791378190575,0.0639496908506122,0.0256454266312218
"MIEN1","MIEN1","oligo2","brown",0.0873754491424047,0.0946670565427386,0.175488836476641,0.118302332537124,0.0633575658645247,0.0646503640850786,0.0321075904482362,0.0339641321230919,0.00498571193253457
"AC090844.2","AC090844.2","grey","grey",0.088468007369839,0.0906039109654027,0.0362638562312997,0.0164442797310857,0.0333909010650937,0.0744516764658499,0.0740446332974563,0.0662242202743512,0.0534472446987309
"PSMD3","PSMD3","grey","grey",0.0727523492858916,0.103825406336829,0.121664383341151,0.0986161986274252,0.0663890619857938,0.089868188932085,0.0379881153825169,0.0422337203553734,0.0250014549925613
"MED24","MED24","grey","grey",0.0970149317624663,0.102841601847265,0.0781977036813658,0.0465013068834964,0.0396119065771991,0.0746429180281145,0.0646288553051756,0.0573016142143846,0.0419193917207304
"THRA","THRA","grey","grey",0.141917241310233,0.163158173735317,0.15812651257288,0.116290155613792,0.0318181608142301,0.12787226036574,0.116038222436969,0.105062349447589,0.124983639409369
"MSL1","MSL1","grey","grey",0.100629942393666,0.12066814880202,0.124502967921178,0.0966393772270559,0.0475452400164152,0.0962180981994886,0.0732130240016066,0.0710431936025465,0.0731241560448724
"CASC3","CASC3","grey","grey",0.125327005886447,0.158761585248899,0.118793388068286,0.079528673847278,0.0947134710884396,0.137021897214526,0.077121812140813,0.0802796494696884,0.0555247059464345
"WIPF2","WIPF2","oligo5","blue",0.117857873111455,0.163200804874897,0.0972234474579332,0.0793995359871261,0.111258559710553,0.159141589276315,0.0947233132603389,0.101549716084767,0.0759233269447852
"KRT10","KRT10","oligo2","brown",0.0849083122667442,0.0972413623560572,0.180865667196256,0.13029912935934,0.0507339608578049,0.0613703597922945,0.023916500779128,0.0228102620058396,-0.000849948853563906
"EIF1","EIF1","oligo2","brown",0.161873190721218,0.222116531566344,0.422744478075433,0.327582053937072,0.163286658181705,0.170134114356697,0.0196542221033269,0.037474060172952,-0.0171716015380291
"JUP","JUP","oligo1","turquoise",0.112842414982291,0.122246556384366,0.111102146861408,0.0759760332521972,0.0384186102433671,0.0895545200381763,0.0863154724726984,0.0728804762901475,0.0644745528607231
"ACLY","ACLY","oligo5","blue",0.0797345336036087,0.0998009718310859,0.0766776278310524,0.0735864249285493,0.0751020896857521,0.10643668232075,0.0577935586316931,0.0662038222802972,0.0303855130812224
"CNP","CNP","oligo2","brown",0.340732293987546,0.338439372547383,0.584731334301487,0.416877302118852,0.0810859417000116,0.204564818300515,0.205863577994894,0.147196080367609,0.168137724169592
"DNAJC7","DNAJC7","oligo5","blue",0.125780287532081,0.161768558890036,0.130622940979648,0.092288737556136,0.0905628629104454,0.143773693116542,0.0701677156977454,0.0800257472607949,0.0590433769149078
"KAT2A","KAT2A","grey","grey",0.107929966261751,0.110387932790564,0.0933112852176644,0.061345039753777,0.0518674829337346,0.0913835762813619,0.0778567147685854,0.0782258775122317,0.057327965344147
"STAT5B","STAT5B","grey","grey",0.188097980224723,0.209196787749587,0.117528183691306,0.0616002611048105,0.0854111045317299,0.163105606188292,0.135259128077469,0.120907284712819,0.112668932583342
"STAT3","STAT3","oligo5","blue",0.141091374181865,0.205330846663989,0.140962730547275,0.101431554178258,0.174515690772726,0.208609066890528,0.0590819647301332,0.0859578638102664,0.037478988937167
"ATP6V0A1","ATP6V0A1","oligo1","turquoise",0.292144280953844,0.287581850442937,0.234359587403669,0.142788387040053,0.168261654271967,0.205674186879821,0.149291463278138,0.141905148264547,0.0593556704732695
"NAGLU","NAGLU","grey","grey",0.0871734279782072,0.0997039011753512,0.0828448437535414,0.0663210880169287,0.0194255935911814,0.0818651523053535,0.0781251948730364,0.0704096989998928,0.0640620950713262
"HSD17B1","HSD17B1","grey","grey",0.0687095931160604,0.0767616880143483,0.0695285202095894,0.0496978143271175,0.0141773811954735,0.0582472591018011,0.0572067085857093,0.0499892731183364,0.0600020295958729
"RETREG3","RETREG3","grey","grey",0.0783702347403814,0.104774021059262,0.0642446766781532,0.0553616048364574,0.0553388103713891,0.0950907459411397,0.070715871788911,0.0736276085392015,0.0707536980299241
"TUBG2","TUBG2","grey","grey",0.113005337074443,0.119476049802004,0.100848113073903,0.0792023601669829,0.0521479592240473,0.0954402007996282,0.0838188984836562,0.073338476127979,0.0532111526095954
"EZH1","EZH1","grey","grey",0.225041178602319,0.225983302977293,0.159014333075854,0.0809369082559479,0.105911838697755,0.163791868070089,0.126681092077507,0.112039524804544,0.0774190154573152
"BECN1","BECN1","grey","grey",0.0765027422507797,0.0937523598767352,0.0564718263233595,0.0369284897374525,0.0552617634550168,0.0777309028733654,0.0496372079677569,0.053111876355542,0.0423309579432938
"BRCA1","BRCA1","grey","grey",0.131396379970255,0.139954025315892,0.0859105745232287,0.0411167217391545,0.0450370212711781,0.0966847366830628,0.0840095832478151,0.0698069686644945,0.073637977989103
"NBR1","NBR1","grey","grey",0.153089110319352,0.169054490772055,0.153811490332698,0.103475792791556,0.0741467948353542,0.130643873579965,0.0968151985436942,0.0922363910213739,0.0746589445058416
"LINC00854","LINC00854","grey","grey",0.181431027236623,0.200338935085286,0.0767964148189568,0.0163698426230856,0.0559839971731087,0.156004529743091,0.12416194701186,0.105867295966696,0.125251630494908
"DHX8","DHX8","grey","grey",0.0922031317598026,0.117589871802219,0.0789242310379795,0.0464497385173368,0.0624051982739966,0.0936290542689032,0.0586094341105753,0.0596421925360716,0.0467896143068245
"DUSP3","DUSP3","grey","grey",0.0834806306884384,0.112278853335389,0.106641878055887,0.0874200024109421,0.100565798775197,0.107378354086981,0.039359660504627,0.0530301260819946,0.0208325228734749
"MPP2","MPP2","grey","grey",0.209760710233682,0.212965365764096,0.155230496954196,0.0916200307706109,0.0928805004609952,0.162506989571847,0.124607604748712,0.109789722998968,0.0862249820257234
"LSM12","LSM12","grey","grey",0.0744300230515276,0.0994648494503806,0.0753368596259096,0.0574748858855256,0.0691059647071192,0.0868470708992783,0.0470986462925132,0.0518579902820772,0.0356963542275216
"HDAC5","HDAC5","grey","grey",0.141054914054302,0.171624164667611,0.11273225511748,0.0692769528208809,0.10137356497642,0.148446926090197,0.0850303769798041,0.088215044697335,0.0632712417061149
"UBTF","UBTF","oligo2","brown",0.117434719669611,0.125558706805296,0.130052577156505,0.073605736011411,0.0523489053744737,0.0883547453369992,0.0613554632651537,0.0592790131801647,0.0484839036762473
"SLC25A39","SLC25A39","oligo2","brown",0.100184691334224,0.0997877367438431,0.120233251350386,0.0673095236487827,0.0517113136634363,0.066224890971793,0.0497700522991377,0.0412883788889827,0.02061978043314
"GRN","GRN","oligo3","yellow",0.0364706218519058,0.0447325963293425,0.0866006286310497,0.0974661239494099,0.0298565855943023,0.0417732093625979,0.0259822347623518,0.0229412292613188,0.014905176188232
"GPATCH8","GPATCH8","oligo5","blue",0.276415091622346,0.313008365971116,0.170463104296055,0.0977466463979072,0.149076816444652,0.274908499016004,0.216343226981237,0.198379318304015,0.173015899590815
"DBF4B","DBF4B","oligo1","turquoise",0.163365927631384,0.151185656873224,0.105738128431086,0.043691898308234,0.0775897456432687,0.107581896713266,0.0860277029140881,0.0768725552959288,0.0333955798778634
