"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"SLC31A2","SLC31A2","oligo1","turquoise",0.33408733536464,0.32945154189848,0.320982367363846,0.189718860453629,0.217236618691852,0.244448408384873,0.142053451630056,0.139782991660098,0.0539871583155155
"FKBP15","FKBP15","grey","grey",0.133265460565341,0.151082492273892,0.111546979144501,0.0611507854789412,0.0698675012098064,0.11596287059407,0.0810611408331302,0.076334016316253,0.0655517619468505
"ALAD","ALAD","grey","grey",0.101628865617919,0.114805916871515,0.109157048157584,0.0758461086456539,0.0502376012806685,0.0867126259068921,0.0569854307513842,0.0516720367975383,0.036045027450045
"RGS3","RGS3","oligo1","turquoise",0.165814758366879,0.157159987622926,0.121673112683381,0.0611693902064208,0.0752688490450943,0.108368053853702,0.0994560310260219,0.0873854765219843,0.0474626582200026
"ZNF618","ZNF618","grey","grey",0.0718409649298139,0.0744806934426618,0.0519069800957314,0.0165056800788305,0.0129303834835037,0.0575562332691129,0.0471966504824565,0.0463658274685035,0.0451308582308904
"COL27A1","COL27A1","oligo5","blue",-0.053217743636046,0.00103686193262823,-0.0208783431732586,0.0277172743406033,0.0842832743301439,0.0756862140812469,-0.00164633255225512,0.031718109160369,0.00152099875109969
"WHRN","WHRN","grey","grey",0.268585742421723,0.285615139856858,0.162697786516719,0.0757474500319038,0.118822562860796,0.222692725122023,0.172424971660007,0.153049540335821,0.146574164297532
"ATP6V1G1","ATP6V1G1","oligo3","yellow",0.0712799767935945,0.0867695164281684,0.128344279148056,0.115543312068314,0.0463945662845828,0.0686431756905344,0.0273018920042982,0.0313515206588943,0.015823862861836
"ASTN2","ASTN2","grey","grey",0.174634000535796,0.224138757573452,0.0994319317708334,0.0329752279554629,0.0739174529222673,0.19768634849411,0.1538923961276,0.141140480870355,0.202579966457928
"CDK5RAP2","CDK5RAP2","grey","grey",0.271067671656859,0.303964958548318,0.180383595764475,0.10102582732942,0.135515741797414,0.247540267246733,0.203441680830075,0.187389919302834,0.178977592319116
"MEGF9","MEGF9","oligo1","turquoise",0.337159474287181,0.334291807594707,0.249728522351866,0.126862358891507,0.170643288844536,0.250300323971793,0.198854728734212,0.176866464688955,0.150322141453079
"FBXW2","FBXW2","grey","grey",0.125926541945775,0.145031411115788,0.0978566414417781,0.0578924330240623,0.0851898358934407,0.11941986506669,0.0785408738816205,0.0777194073664694,0.0635731720929654
"PSMD5","PSMD5","grey","grey",0.125735787515804,0.149227143164144,0.107301568676453,0.0673814282701967,0.0725519794670879,0.119228024119295,0.0784012647476046,0.0732262344066308,0.0656317716414889
"PHF19","PHF19","grey","grey",0.124968362267975,0.142926694554656,0.110946081370466,0.0609272716672171,0.0556511569653494,0.106092971579192,0.080560116964095,0.0743252259517674,0.0742368435587461
"TRAF1","TRAF1","oligo1","turquoise",0.131126078894699,0.133306704283033,0.0908711434821278,0.0332213220364776,0.0542531067477424,0.0876032767238217,0.0695625769422824,0.0564941661381658,0.0478784877132613
"C5","C5","grey","grey",0.100631791090753,0.100919224976672,0.0792247914435148,0.0481471635915498,0.027103208775275,0.0681913301395132,0.0812022386435686,0.0607585125673069,0.0721689306942157
"CNTRL","CNTRL","grey","grey",0.172383391856008,0.19592628824721,0.128716810727891,0.0704358611432523,0.0828983193502238,0.150973515202839,0.116132170636876,0.114545075456851,0.107695695555697
"RAB14","RAB14","oligo2","brown",0.177708477264431,0.209108698393776,0.254059844329302,0.186875069898049,0.104806030312204,0.166370564596712,0.106128332359691,0.101020945506494,0.0832399530680196
"GSN","GSN","oligo5","blue",0.22209278318459,0.26128119329051,0.196886639999109,0.192454751227747,0.275605530982606,0.32514413081607,0.146447420188419,0.188183811880669,0.0414577229767063
"STOM","STOM","oligo5","blue",0.0487840870896225,0.0631435732303009,0.0846300662121138,0.0792994651545813,0.0839406471004797,0.0661890069406933,0.00171981156850149,0.0216598135877458,-0.0232141311909942
"TTLL11","TTLL11","oligo1","turquoise",0.353299368048113,0.342911420236865,0.186623937136769,0.0855436152095695,0.141453910441673,0.266188646449984,0.252802430236785,0.225302154629477,0.185009312092426
"RBM18","RBM18","grey","grey",0.0887662340077972,0.0943051991473864,0.0873947984288441,0.0520138050912786,0.0486191796738543,0.0693743692611687,0.0492557669045005,0.0433386335571902,0.0250563394211694
"MRRF","MRRF","grey","grey",0.114698114531883,0.122436710202629,0.0863149932914576,0.0618411959977116,0.0673755486909964,0.101261824261882,0.0759622322274195,0.0667356981040982,0.0414559581299444
"PDCL","PDCL","grey","grey",0.0851733476832181,0.100689990981844,0.108120936539488,0.0841836067432168,0.0459778744560324,0.0821544071763305,0.0570173222161917,0.0561578457903375,0.0391388685538976
"RC3H2","RC3H2","grey","grey",0.137134759641452,0.170106894748966,0.113670169727979,0.0804610753343672,0.0909335604693902,0.144707008139647,0.0993066212386667,0.0981963942352204,0.0762732711054466
"ZBTB26","ZBTB26","grey","grey",0.0970107910572242,0.10886816555994,0.0610284070533845,0.0380988340284439,0.0554735719535404,0.0860355210414997,0.0726534748700394,0.0650409555388862,0.0519629457402226
"RABGAP1","RABGAP1","grey","grey",0.292252881179874,0.30696109550801,0.19386092181487,0.116217304716374,0.163316098827419,0.248358842525555,0.197520107754818,0.190107381255205,0.133870894234762
"STRBP","STRBP","grey","grey",0.148662895484975,0.150246610420982,0.102640706881223,0.0593478230141716,0.0626433971271496,0.108837987134005,0.103470818798787,0.0984453188585727,0.0730385144500113
"CRB2","CRB2","oligo5","blue",-0.0186458823597413,0.0321793340099762,0.0299074403307705,0.0678096289661477,0.0210720300284193,0.0865603292274585,0.0178424097592241,0.0318102417074691,0.0681578114892888
"DENND1A","DENND1A","grey","grey",0.303739943580791,0.313348144281731,0.169488302105747,0.0898917667873466,0.161283883579129,0.250806794956821,0.211657237708009,0.204383368269793,0.150919817329442
"PSMB7","PSMB7","grey","grey",0.125153901854202,0.15571706300784,0.118676854845069,0.0864730279985104,0.111822511153271,0.138957654868461,0.0802670822481301,0.0839926830450526,0.0526956673117196
"NR6A1","NR6A1","oligo5","blue",0.141456679731107,0.161230065749805,0.0964012060668564,0.066079632857786,0.0892849225454703,0.149905714800604,0.113882335060043,0.109214335020755,0.0829604797146786
"MIR181A2HG","MIR181A2HG","grey","grey",0.0965668875374333,0.112179283430296,0.0735139407401964,0.0521692653783718,0.0367857455337857,0.0939992934800623,0.0905358905635836,0.0770679629873758,0.0758698673173283
"RPL35","RPL35","oligo2","brown",0.0728397510223754,0.089849375482506,0.140727976012392,0.0975052289347834,0.0557641023068045,0.0634555518941923,0.0229958762095524,0.0328638521977916,0.0135027797227985
"GOLGA1","GOLGA1","grey","grey",0.14122143204969,0.14789413981522,0.111843796674197,0.068507208684791,0.069556305712495,0.112050555842566,0.0924977530176768,0.0866337817839512,0.0626816942990443
"SCAI","SCAI","grey","grey",0.128780548486958,0.148493335615916,0.082957135679606,0.0528708464701905,0.0664870801259892,0.12322807772508,0.104486322011115,0.0952947060244351,0.080015230030984
"PPP6C","PPP6C","grey","grey",0.111391095366228,0.139317959682962,0.107736716369917,0.0779585886718104,0.0725919246482946,0.111415564884901,0.0754837867879644,0.0763419884384726,0.0574191430436286
"RABEPK","RABEPK","grey","grey",0.070817006502836,0.0852297586189848,0.0506356789618811,0.0340094932419786,0.0433198455079438,0.0744851206790418,0.0545733502616631,0.0505472874411624,0.0432530227205463
"HSPA5","HSPA5","oligo3","yellow",0.129443402733171,0.15171604348919,0.234016323772757,0.211921287069367,0.112997717385671,0.113379648125819,0.0414477869075823,0.0453195348479594,1.53309236055723e-05
"GAPVD1","GAPVD1","grey","grey",0.147050750540805,0.179469107180126,0.126803715751022,0.0914829691882567,0.101320126521756,0.159200024937159,0.100426574721988,0.107180393117502,0.077698750892732
"MAPKAP1","MAPKAP1","grey","grey",0.249860731864843,0.25783562357397,0.153626332170557,0.0734561628433642,0.119815495172256,0.19829901494166,0.175419231367516,0.160359887231153,0.133298687117878
"PBX3","PBX3","grey","grey",0.244049051803176,0.257290181511164,0.170352487056548,0.109014008559335,0.140886779896782,0.215403680480351,0.179254642022163,0.172623287696019,0.101881616007617
"MVB12B","MVB12B","oligo1","turquoise",0.491693937318586,0.446277370207152,0.299353914442411,0.147765676152125,0.193614208599361,0.333148521223368,0.314914976034614,0.288104367981798,0.186768295168955
"ZBTB43","ZBTB43","grey","grey",0.117173576755581,0.168044671801986,0.136463519558291,0.101097798630871,0.15597196114227,0.156247963171397,0.0447534023395853,0.0632820660281879,0.01756908003234
"ZBTB34","ZBTB34","grey","grey",0.101345009726905,0.107049154819568,0.088956361384618,0.0600019509261541,0.0594636409159081,0.0873120676002259,0.0611433409959166,0.0628363203709913,0.037486457911414
"RALGPS1","RALGPS1","grey","grey",0.311191884527107,0.324804419292128,0.187895667153418,0.112288462653632,0.164343771330722,0.263312517414066,0.216616960181429,0.209932050334685,0.128174886226707
"GARNL3","GARNL3","oligo1","turquoise",0.325018314817881,0.319434654681574,0.187699025966232,0.0792899257410155,0.120140945061641,0.236056596702797,0.20605303487144,0.179738309887892,0.164958007912705
"LRSAM1","LRSAM1","grey","grey",0.129013095031554,0.14504784415814,0.0688353795515927,0.0245247296338692,0.0781818501843691,0.111658428226044,0.0827048141045146,0.0756153734576706,0.0604410394217746
"STXBP1","STXBP1","oligo5","blue",0.0952525094781897,0.116164099380092,0.0775729339158599,0.0666713393708387,0.0841023847133765,0.115303964968414,0.0698720079862537,0.0810107617552334,0.0447852695525622
"CDK9","CDK9","grey","grey",0.0595957804047282,0.0676790383066269,0.0589323871694816,0.0474217178835101,0.0243375968219118,0.0546791346471407,0.0361655080414745,0.0391413659017795,0.0355583652235598
"FPGS","FPGS","grey","grey",0.0671027244409209,0.0819001431293319,0.0408032025452667,0.018280010788727,0.0357196339343566,0.0707275039801861,0.0503034778516165,0.049542236684971,0.0432444957485444
"FAM102A","FAM102A","oligo5","blue",0.188096333976083,0.239349169781738,0.157760253979497,0.109249091420733,0.134258765262614,0.232339649970022,0.121576437450926,0.13417620823346,0.119908333147081
"CIZ1","CIZ1","grey","grey",0.104532938190281,0.12247187457264,0.0820030579970476,0.0481281362707102,0.0644050225496657,0.101400576086215,0.0653020145762417,0.071149850891263,0.0546900217277083
"DNM1","DNM1","grey","grey",0.0376749080185461,0.046985439035782,0.0458520912165686,0.03729963715333,0.0390663670657307,0.0492267885749149,0.0347318216072512,0.046104802690593,0.0245297085885873
"GOLGA2","GOLGA2","grey","grey",0.0719744017726353,0.110592221190758,0.0899743417195585,0.0574692197090279,0.0924162362651405,0.0962364450209014,0.0261304494261445,0.0326801546385827,0.0125714632041738
"TRUB2","TRUB2","oligo5","blue",0.040398131367468,0.0689081196598706,0.0606857576115974,0.0550586252261488,0.0412119705435845,0.0796998294705703,0.0319943472875561,0.0454429263993403,0.0317350689568857
"COQ4","COQ4","grey","grey",0.0810786418172253,0.0916033963374548,0.0639981833788859,0.0462717279428528,0.0451599845126561,0.0752210542865976,0.0517337904298207,0.0473088377473903,0.0380920814270491
"SLC27A4","SLC27A4","grey","grey",0.114462453986619,0.135949056513655,0.0912235625610859,0.0563157423542351,0.0928627821791323,0.119751956014009,0.0636405025384006,0.0706723107673423,0.0390577174082001
"URM1","URM1","oligo5","blue",0.112077911068408,0.127473833730233,0.131421172843865,0.102573789301635,0.0738543493816524,0.116193540592173,0.0703427545470539,0.0788720390534301,0.0341651069986184
"AL359091.1","AL359091.1","oligo1","turquoise",0.312026582518942,0.265827991594925,0.331660419087385,0.174745256712208,0.0756221643060361,0.151490567484747,0.149790136879363,0.114377147196436,0.0833010581783395
"CERCAM","CERCAM","oligo1","turquoise",0.392276579353322,0.367625590523363,0.257747028253353,0.103278181035679,0.083106245769461,0.248992246142405,0.273401565889057,0.20278719164395,0.211276879756019
"ODF2","ODF2","grey","grey",0.0657250840910659,0.0865118532041885,0.0600468173562905,0.0391878223729579,0.0532784084041818,0.0739839647733444,0.0365929325713391,0.0412041619918758,0.0289256816790482
"GLE1","GLE1","grey","grey",0.0612073490336023,0.0749059556418964,0.053012825788429,0.0413192730164816,0.0206947605014359,0.0622535485780259,0.0509468038083884,0.0550928209247262,0.0474270477133105
"SPTAN1","SPTAN1","oligo5","blue",0.0313963346619485,0.0590544303491903,0.0332605968678319,0.0401054326957089,0.0392461865805106,0.0697001883091702,0.0370140542432761,0.0501261415210539,0.0429181985096995
"SET","SET","oligo3","yellow",0.0722549834281516,0.111822683628005,0.164068165126568,0.165760720492949,0.0754235023813556,0.10283683426435,0.0401974728227446,0.047065798361233,0.0227376870938519
"ZER1","ZER1","grey","grey",0.195582166482319,0.207294658923397,0.0924125697881446,0.0316439232287139,0.0691540265142141,0.148633686630009,0.144313859078711,0.11851975470571,0.115046410298905
"TBC1D13","TBC1D13","grey","grey",0.0994987030668321,0.110139723068144,0.0733561903505027,0.0439521794470988,0.0479284529268881,0.0845824117313391,0.0587860386564652,0.0542972190430576,0.0381528790349877
"SPOUT1","SPOUT1","grey","grey",0.0861442420783229,0.0922567215823352,0.0836094997867689,0.0503846333402248,0.0282252740003364,0.0682225575055906,0.0572277917626937,0.0532017842008952,0.0519175066178565
"KYAT1","KYAT1","grey","grey",0.101232932507467,0.113290034224223,0.0622241213765486,0.0359971908907242,0.0671298144585913,0.0985077058732395,0.0685157782000683,0.0610179566688694,0.038747983948522
"LRRC8A","LRRC8A","oligo5","blue",0.0406873007199792,0.0661641327966964,0.0506389459660355,0.0706269631942498,0.053780978989248,0.0860174758104237,0.0519839053377508,0.0537878281920612,0.037503611944832
"NUP188","NUP188","grey","grey",0.0735978734545152,0.0934760430232422,0.0782299736678213,0.0567832507399651,0.0606583493286988,0.0780840657297699,0.0379348151392532,0.0428303629179909,0.0229332243301973
"SH3GLB2","SH3GLB2","oligo1","turquoise",0.197567191520562,0.176902830069891,0.170496674881615,0.0961062444093802,0.0935819220420965,0.1227520235649,0.10009071444797,0.0865712171695359,0.027570082642509
"PTPA","PTPA","grey","grey",0.109851465404128,0.117399641181174,0.0952516864924129,0.0617177426572241,0.0645078158219705,0.0874792101946294,0.0695883463591676,0.061458786639458,0.0513391184202529
"C9orf78","C9orf78","oligo2","brown",0.0860167145018242,0.10183246763027,0.133231770602794,0.0913336774359998,0.0435521249646786,0.0752351807276622,0.0467998477231111,0.0446813151097873,0.0337507724114057
"USP20","USP20","grey","grey",0.116427515688362,0.131063281399369,0.078597952328344,0.0458194542457984,0.0538753769242879,0.100850240314678,0.0798539825298907,0.0729510327451141,0.0559941419827375
"FNBP1","FNBP1","oligo5","blue",0.365323547447694,0.387509434901724,0.221317366931648,0.127889212003786,0.181916789824749,0.341423439637778,0.276011596932897,0.247962964713025,0.220792608041952
"GPR107","GPR107","grey","grey",0.128641114876629,0.156668772634585,0.117632602602452,0.089170397019683,0.0871101654538769,0.132144635999622,0.0835658611142816,0.0799612878813671,0.0557790225456454
"FUBP3","FUBP3","grey","grey",0.167250018809001,0.198553162768433,0.138309748634931,0.0781799562450579,0.100522034889418,0.159035401681016,0.0995941713337231,0.100360429820759,0.0808980895584081
"ABL1","ABL1","oligo5","blue",0.225929727979495,0.240022571120359,0.15405731948597,0.105191865752965,0.116788415503292,0.211047611640421,0.171182904310938,0.162058338132071,0.1278735243329
"AIF1L","AIF1L","grey","grey",0.136633308669299,0.146431933991418,0.159588140626974,0.121363851908602,0.0519525660122574,0.115484459440057,0.0847394102316419,0.07903204245882,0.0637864226874703
"NUP214","NUP214","grey","grey",0.179847974483449,0.219498045043781,0.131465642792145,0.0779442745475595,0.115730230190623,0.188942298868779,0.129542828064972,0.126205219666275,0.10956577514354
"PRRC2B","PRRC2B","oligo5","blue",0.1770697031411,0.21646197353043,0.138642978043064,0.105218928707861,0.126898957929178,0.211064844760439,0.130544704364937,0.141936897280499,0.114210715833303
"POMT1","POMT1","grey","grey",0.0664711657153506,0.0734184973269587,0.0643443789791348,0.0466670293232592,0.0319946566306843,0.0568991234647611,0.0460595444934405,0.0436205961703445,0.0253074062452549
"RAPGEF1","RAPGEF1","grey","grey",0.133584283278414,0.162962064619378,0.0813149224174918,0.0558128035903174,0.0987232651110849,0.146711490452537,0.100060342981949,0.101813059478678,0.0796038060419602
"MED27","MED27","grey","grey",0.2668387041714,0.295351977185974,0.172979405774263,0.0948038892692118,0.178877835708653,0.24699569174893,0.17921080893412,0.164000128592369,0.116837849705864
"SETX","SETX","grey","grey",0.259616524948993,0.285696227507847,0.210551488355223,0.132721248974368,0.162514786589379,0.224522719047328,0.151255294023785,0.148542232147169,0.0970223691469931
"TTF1","TTF1","grey","grey",0.116006901754472,0.127980957673748,0.0973427065525316,0.0516912658497274,0.0614223563219851,0.0928014576155767,0.0624364163347053,0.0586781232839098,0.032302318696561
"DDX31","DDX31","grey","grey",0.101718424167101,0.12065951461277,0.0677329747504274,0.0382585445074447,0.0661531160916998,0.0967798401585438,0.0612772193767898,0.0649956888254945,0.0413287538186103
"TSC1","TSC1","grey","grey",0.181993407790999,0.188274733108779,0.127634332925041,0.0699569485024163,0.0869149345725763,0.142027065663472,0.11703147365894,0.106530661142674,0.0741534973002744
"GTF3C5","GTF3C5","grey","grey",0.103572607690912,0.115984104195768,0.0841476292006122,0.0518704325013285,0.0485930027989755,0.0897044916088221,0.0791390617154867,0.0686453570497281,0.0548317374480238
"RALGDS","RALGDS","oligo3","yellow",0.17311608238082,0.203502866348725,0.235955162177633,0.222115683748769,0.111502838616121,0.190976996844578,0.11534929949405,0.12559563588835,0.0892651892867427
"RPL7A","RPL7A","oligo2","brown",0.0965629027387987,0.106818774844058,0.20222162135415,0.142914873536815,0.0594478256595143,0.0618881217232704,0.0176757958495032,0.0184222781740244,-0.0101039523494852
"SURF4","SURF4","grey","grey",0.0934833448042728,0.128805654059337,0.148807931129835,0.125743517710519,0.102220651309383,0.107944797025864,0.0354781577580635,0.0425527000603202,0.00787196535661497
"REXO4","REXO4","grey","grey",0.123501487106768,0.136138657838587,0.113702174839289,0.0693177863539914,0.0598788691137166,0.0989955964713073,0.0682763986792451,0.0578644985670711,0.0513296416625092
"BRD3","BRD3","grey","grey",0.11454265260299,0.12044072073669,0.101546929028991,0.0599070102343092,0.0483303184172487,0.0905468407941351,0.0724098548347219,0.0639086932726041,0.0633463375756795
"WDR5","WDR5","grey","grey",0.0914421113057459,0.108108206968213,0.0835210858897269,0.0572171780045161,0.0609323427881537,0.0881489193988535,0.0519511298466684,0.053297328038207,0.0336779909313499
"OLFM1","OLFM1","oligo5","blue",-0.00682312319198617,0.00177024393265973,-0.00117223908078613,0.0198985011787411,0.00394649491829727,0.015633688831374,0.0121082572083305,0.0175321071858784,-0.00181447371171123
"CAMSAP1","CAMSAP1","grey","grey",0.163012039925982,0.174695020585622,0.108807503726052,0.0617279154696102,0.106298977559729,0.14596210283772,0.101595411219237,0.104739459514935,0.0578504528151588
"UBAC1","UBAC1","grey","grey",0.11349892619351,0.120743588134016,0.117032836402624,0.0825619992118768,0.0494022417428356,0.087342195871357,0.0608710092232326,0.0553950896340431,0.032710879490082
"NACC2","NACC2","grey","grey",0.23734187759914,0.235984242881255,0.219499778134344,0.152743701105376,0.123078261821599,0.179818228551873,0.153226907026101,0.14783737411968,0.0761210171564597
"QSOX2","QSOX2","grey","grey",0.0714908869831872,0.0776312142459225,0.0917514174268909,0.0727786257507701,0.0234275146246125,0.057691643568595,0.0503270590397189,0.0424782497854835,0.043915110504056
"ENTR1","ENTR1","grey","grey",0.116977611555671,0.134711739775459,0.112557947296836,0.0732664095272755,0.0624823538815969,0.104115881839903,0.074396866405625,0.0748850225618076,0.0545809143848781
"SEC16A","SEC16A","grey","grey",0.0721692876299304,0.110623467624346,0.0821241093186414,0.0566472269919452,0.0738459883382964,0.0969621484289121,0.0391638911819515,0.0480095644814215,0.0313912131373378
"NOTCH1","NOTCH1","grey","grey",0.0564585383140748,0.0815204636996879,0.0602246661689851,0.0412220278292576,0.00422535130350446,0.0687319844027461,0.0508535138680088,0.0419398169281714,0.0775829383038321
"SNHG7","SNHG7","oligo2","brown",0.0977940885066031,0.102254495416345,0.184510987601648,0.136469870597016,0.0600202581918232,0.0633334493417686,0.0234761742207281,0.0262680148753597,-0.0025559714249267
"RABL6","RABL6","grey","grey",0.161834172332533,0.175269155767337,0.130164741598151,0.0767504893673781,0.078013636167507,0.130104185582666,0.098174928040459,0.0893874799917245,0.0663929363500974
"PHPT1","PHPT1","oligo2","brown",0.116197814095447,0.103269642511016,0.208079123806734,0.137945880406863,0.0582256424261079,0.0570758981880053,0.0400074064105716,0.0303167493277711,0.00607820616108698
"EDF1","EDF1","oligo2","brown",0.0807274010714339,0.0941322766031862,0.163710718959235,0.113601395276889,0.0615556548440538,0.0642893538075634,0.0213231949971447,0.0262572090347544,0.00301964890512342
"FBXW5","FBXW5","oligo2","brown",0.110283390241825,0.121642165360832,0.145896199447309,0.104902821845807,0.0851190379696265,0.0972438782875655,0.0568750030155254,0.058073878006303,0.0291436381730906
"PAXX","PAXX","oligo2","brown",0.127798104439186,0.11828067554114,0.188177574025857,0.115649775377717,0.0565070575805668,0.0755168935221699,0.0566299320336314,0.0461693337336054,0.0182094499417344
"ABCA2","ABCA2","oligo2","brown",0.452950140095889,0.428782566916147,0.450945783465558,0.262134340739182,0.142029276773768,0.284735372259966,0.249816991532593,0.205211235893632,0.157117188101597
"UAP1L1","UAP1L1","grey","grey",0.0741530963553982,0.0838699629717721,0.0713312767213791,0.042574593401342,0.0437634944933038,0.0656910866542278,0.04066465984876,0.0385162863668201,0.0337467452430743
"MAN1B1","MAN1B1","grey","grey",0.0823093009153508,0.0845653131194525,0.0886063145865014,0.0592247211788032,0.0328536007145189,0.0605416093253219,0.0491564018184934,0.0411759692366049,0.0398524446392657
"DPP7","DPP7","oligo2","brown",0.106791324110102,0.100680220187364,0.134525220894529,0.0794708194525844,0.0466894726467267,0.0607592085581873,0.0400339716969623,0.0380555255792551,0.0120168814376552
"GRIN1","GRIN1","oligo1","turquoise",0.109139794494113,0.086676994378192,0.10583007331636,0.0312843814033135,0.0223987360903666,0.0274890089569114,0.0449150144526235,0.0392737517091951,0.0398467001368568
"SSNA1","SSNA1","oligo2","brown",0.100290051344509,0.107832064206813,0.220648064967013,0.159525434527416,0.0435779761082029,0.0685720440175686,0.035803167322599,0.0347777702826933,0.0200839500802448
"TPRN","TPRN","oligo3","yellow",0.11547985059399,0.130262523075054,0.141393447220516,0.122145041363149,0.0354663699735423,0.106799107978041,0.0879263761611539,0.0787956560039645,0.0906471810540012
"TUBB4B","TUBB4B","oligo5","blue",0.0106584639860035,0.0392129385462762,0.0838759668779707,0.0934711365728379,0.0647169799994708,0.0561905567203267,0.0013612719696688,0.0186446475223525,-0.0101663901049779
"NELFB","NELFB","grey","grey",0.0656162637071258,0.0870026045963631,0.0881405181925817,0.0733994815424518,0.040630118921066,0.0711558542435329,0.0522251721805158,0.0426897529899654,0.0488327165502522
"EXD3","EXD3","grey","grey",0.103742976519517,0.103882144694546,0.0530815883802165,0.0170555690548192,0.0412223459930955,0.0754661355961742,0.0760501732884925,0.0637589842251328,0.0470183630499144
"PNPLA7","PNPLA7","grey","grey",0.169278157093139,0.170265307661601,0.0702490213729149,0.0214841687351678,0.0555359657761908,0.126635932398359,0.117354959792367,0.108861286347222,0.0952812623487907
"MRPL41","MRPL41","oligo2","brown",0.121468403007174,0.113219214252022,0.181038729678267,0.114204603603932,0.0497061051356184,0.066442472974146,0.0345089243731959,0.0383147014862048,0.00125382667689878
"DPH7","DPH7","grey","grey",0.10445225693655,0.112257013361941,0.0865960294476543,0.0514622978747945,0.0640746413669102,0.0817932110311333,0.0568036219659913,0.0478708808403537,0.0303025768027702
"EHMT1","EHMT1","grey","grey",0.293318900548723,0.31922162481744,0.167462657653449,0.0870480494891945,0.161504069482731,0.261777546795818,0.201766343129141,0.191513830868435,0.15157034884745
"CACNA1B","CACNA1B","oligo7","green",0.0172166009405524,0.0236284313273131,0.00654861718296966,0.00534250697079295,0.00519126890012992,0.0131735422473645,0.0215489034836653,0.0376134031633931,0.00475980540354108
"PSMD13","PSMD13","grey","grey",0.0782448143662404,0.0976671273483677,0.0829727402014137,0.058180379898278,0.0648058746315628,0.0843918362053421,0.0451119037534185,0.0558930408395499,0.0296292736983979
"B4GALNT4","B4GALNT4","grey","grey",0.0863801589691305,0.0907217175980123,0.0884866672495777,0.0710858367318884,0.0713318014458777,0.0823576788089994,0.0573847314856783,0.0603111217098506,0.0146904304538817
"PTDSS2","PTDSS2","grey","grey",0.125964200126259,0.138203099270016,0.114656064296776,0.082643113072245,0.0634784821584099,0.110754444447722,0.0935674209304842,0.0847405452837446,0.0683152496807293
"RNH1","RNH1","oligo3","yellow",0.127528720025163,0.15323887243793,0.216571329879068,0.195828514084382,0.0603974213496549,0.122005961511984,0.0707484899578845,0.0694238473863925,0.054404684378942
"PHRF1","PHRF1","grey","grey",0.109870947534978,0.1338787183859,0.0930405608448414,0.0611660015955883,0.068706319951091,0.1078296518413,0.0673726976149249,0.0736234773213864,0.0579937267522597
"DEAF1","DEAF1","grey","grey",0.131675646460238,0.160584313740661,0.0845546574680365,0.0540998609712317,0.0868693504921108,0.134807350369988,0.0853756986678011,0.0867645733857094,0.0654253422014188
"TALDO1","TALDO1","oligo1","turquoise",0.196481938850153,0.205423377874096,0.221275392693849,0.152052362823051,0.138913274860354,0.160053869629551,0.0805950134207722,0.0804193900427824,0.0206786360611307
"AP006621.3","AP006621.3","grey","grey",0.0920074085584336,0.0959218928201607,0.0481497268462811,0.0202171147848526,0.0305842936975757,0.073317783662451,0.0682415290758548,0.0595534310584314,0.0449841492854248
"PIDD1","PIDD1","grey","grey",0.108231334509939,0.111513341806427,0.10286766509132,0.0672053323811847,0.0502465548831523,0.0863910703224752,0.0803537870942504,0.0724970595742683,0.0524005274084742
"RPLP2","RPLP2","oligo2","brown",0.0769970432988378,0.119577659799799,0.165271762509053,0.115535965478482,0.0881374487976604,0.0986598437492259,0.0115514225137476,0.0199525360685183,0.00615106412031538
"AP2A2","AP2A2","grey","grey",0.150069784533697,0.166040434030514,0.114852050679155,0.0718804053288793,0.103624239009394,0.133021053134463,0.0910299431754396,0.0928455463051169,0.0534796565703781
"TOLLIP","TOLLIP","grey","grey",0.108065259878538,0.116669941069397,0.11496801363478,0.0756351849809081,0.0680301247166831,0.0852703662318622,0.0570474786068978,0.0545492541765969,0.0295271145272139
"BRSK2","BRSK2","grey","grey",0.153459417212045,0.150297355129796,0.112934997743266,0.0609053861943315,0.0519737590403223,0.104633551430671,0.0897894048964451,0.0758987556246777,0.0637252465340149
"MOB2","MOB2","oligo1","turquoise",0.170942100959746,0.174046484375169,0.128291853620451,0.0657718983000673,0.0709151916618085,0.119704877493742,0.108141906652154,0.0909806089777577,0.0893787486541763
"CD81","CD81","oligo3","yellow",0.122939413164107,0.132899220173635,0.299397874421181,0.295004460307857,0.0588777528635797,0.0910664213622956,0.0681046435767439,0.0578783477022757,0.0515201941110365
"KCNQ1","KCNQ1","grey","grey",0.155930926868039,0.14680654006752,0.169708201395967,0.128390510100857,0.0708493161163941,0.100180617942638,0.064925957493619,0.0562938579015307,-0.00650413617477924
"KCNQ1OT1","KCNQ1OT1","oligo1","turquoise",0.465580781327669,0.388438264422366,0.242099536481975,0.0790994916631101,0.182027240937185,0.253008557212346,0.248099323362332,0.215251712138111,0.0929906901618169
"CDKN1C","CDKN1C","oligo2","brown",0.253606185268695,0.244246603536013,0.433371747277701,0.315333064442091,0.117108074262879,0.151377684012696,0.0960563066791298,0.0899663311506744,0.00651918072441445
