"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10","kME_oligo11","kME_oligo12","kME_oligo13"
"SLC1A2","SLC1A2","grey","grey",0.0206091286271938,0.0344283165068319,0.0150708863981924,0.0101765519591558,0.0173006949670983,0.0200030471918745,0.0305987764702895,0.0407761975106547,0.0280073012017767,0.0228654166908702,0.00550991477757971,0.0155247059281502,0.110761465471008,0.0226120569624098
"TRIM44","TRIM44","oligo4","turquoise",0.337754324126984,0.167594297841738,0.118623518485293,0.293625435459082,0.347701724673964,0.315989119794648,0.272609556510155,0.272641274036344,0.151826514319323,0.342320340736458,0.268728942739144,0.231120299244654,0.0499578375382171,0.230800763315542
"LDLRAD3","LDLRAD3","grey","grey",0.251317851022044,0.0871944483964357,0.107096599751782,0.223735493279436,0.267248675527678,0.26080792284713,0.188172353841917,0.254947415015748,0.157131905234138,0.269027040306019,0.12370516811091,0.221529846228154,0.054009192098427,0.0843197167240307
"PRR5L","PRR5L","oligo4","turquoise",0.375546082858411,0.144856397490629,0.0625948310750842,0.338660742705282,0.454719563791039,0.407508805525814,0.329634073347793,0.304402674954472,0.0974799897670232,0.432133613943964,0.291333117251813,0.249149009703534,0.0570487311615249,0.26454398985593
"TRAF6","TRAF6","grey","grey",0.140719606783982,0.12172320827581,0.0757101123662637,0.145002130649168,0.0876050795459199,0.112840303956305,0.11752634635741,0.117510760832495,0.0888381010414226,0.100424430591946,0.0851061109350457,0.0638854818832317,0.0216745398244569,0.102973208018815
"C11orf74","C11orf74","grey","grey",0.0968487652029024,0.0705031037556441,0.0390214933583425,0.0826785656290509,0.0756113531219433,0.0790770546509281,0.0821379665462983,0.0843676942668475,0.0464541381518548,0.0856403847026114,0.0630508737441961,0.0501048051841484,0.0120067619074446,0.0749946815172921
"LRRC4C","LRRC4C","oligo13","salmon",0.181593517570495,0.179879127748404,0.0523484054520694,0.14181169829305,0.137193855924974,0.161655537066027,0.197374875445152,0.182630192199891,0.106354111271797,0.183212004412616,0.160462339931889,0.0589778316796282,0.0499845754316748,0.22819909377778
"API5","API5","grey","grey",0.148543775441692,0.119044805632353,0.106448754877455,0.132913193062743,0.0806856074739805,0.108766696200026,0.115099928800996,0.135993861302664,0.126082661449596,0.109319730871647,0.0913961446594046,0.0958019375017563,0.0145125625013494,0.0953211395929121
"TTC17","TTC17","grey","grey",0.303972404973334,0.246634046204628,0.111210736826612,0.259537281397172,0.218698735136647,0.263699489971466,0.277017285567664,0.27806167656383,0.177973833120255,0.275903636801014,0.212930134063791,0.134936472811488,0.034250336457834,0.238334843976064
"AC068205.1","AC068205.1","grey","grey",0.099633431912082,0.0717846017229227,0.0557604120573941,0.086192816046393,0.0675789711703584,0.0807932118564961,0.0764154020432633,0.0799529489360377,0.0634910326982159,0.0813173792104292,0.078616396934139,0.0582605775317715,0.0114164403327069,0.0640246159139552
"HSD17B12","HSD17B12","grey","grey",0.255336590666805,0.143996274160016,0.166979009709333,0.187054886019881,0.219383938967431,0.19566751870669,0.199748592389298,0.237620244642108,0.182083414669537,0.245200386482073,0.202240658335744,0.211083455289137,0.0256653414975648,0.151984685081078
"ALKBH3","ALKBH3","grey","grey",0.103016510631925,0.066270540846604,0.0468158828807336,0.0946094911577517,0.0881144709143664,0.0964045683636852,0.0910093121206527,0.0829202001320055,0.050427063305055,0.0958228773826916,0.0748166031899002,0.0581829393599531,0.00886963969409662,0.0755024300657552
"EXT2","EXT2","grey","grey",0.157524285615941,0.114796504790364,0.0460339517053083,0.13189772008135,0.134373479172812,0.142754333707301,0.143356171694508,0.140151274209507,0.0756724243478149,0.148370627187701,0.120269704517242,0.0808141431959616,0.0125521892498905,0.12339991289669
"CD82","CD82","oligo1","yellow",0.0627763652931809,0.197245923698345,0.0909506232714022,0.0619340005000721,-0.0876005957890545,0.0296618799487569,0.101899077461666,0.0995853147485549,0.150822098484329,0.017537001784388,0.0353745749702097,-0.0136355502276457,-0.0098675081237498,0.0811885696173379
"PRDM11","PRDM11","grey","grey",0.0834248210940827,0.0629536783485776,0.00595740843524748,0.0814931112630714,0.0787537609239147,0.0906391609433262,0.0871913583222769,0.0780982547360805,0.0201520247760749,0.0877092661606204,0.0500092706603122,0.0362739626024938,0.0239256761396033,0.0629946495915581
"CHST1","CHST1","oligo7","red",0.0701387032090647,0.0493542973893504,0.0547283144027261,0.0394813624757367,0.0401288254358237,0.0625329819920104,0.0829965225642562,0.122301774664768,0.0994570919193956,0.099582495647975,0.0342898534555279,0.075660564262639,0.0204442499258812,0.0539171731355541
"CRY2","CRY2","grey","grey",0.0928193921425165,0.0801015341131462,0.0547160806490964,0.077158737360075,0.0553833408784843,0.0758494574630221,0.0886337364048597,0.084428387483487,0.0601521925264472,0.0838007332556534,0.0621295699807159,0.0460946385057523,0.0247862477181468,0.0720529718938698
"MAPK8IP1","MAPK8IP1","grey","grey",0.202546962109926,0.0523283609548595,0.249044706749586,0.174816815022803,0.193357326192622,0.15094185130727,0.109698148866662,0.157004768296599,0.180393070943625,0.167242818269769,0.166312119965658,0.296705340419584,0.0334341509294906,0.076914123612601
"PEX16","PEX16","grey","grey",0.0727050580751474,0.0334500606491999,0.0742375911787536,0.0664119687418965,0.0595110093100869,0.0513695039260583,0.0436618224144284,0.0533567321913726,0.0563123119430148,0.0573857509587935,0.0744948706074208,0.0810520981272449,0.0108625703588746,0.0418415385485459
"PHF21A","PHF21A","oligo7","red",0.355252129323269,0.288255750513538,0.0999005882490253,0.304388410991543,0.280766138234339,0.331740617973701,0.354812438699409,0.382373102329519,0.212095797538843,0.364002442622375,0.228235712190777,0.161833053691868,0.0477091963159371,0.294847275219139
"DGKZ","DGKZ","grey","grey",0.138705372967058,0.0309909724987955,0.0832527483744964,0.128051069399796,0.159584164671713,0.138920979655964,0.0907307927314481,0.106743732616174,0.07557954042827,0.132217421258973,0.102405825082769,0.151815709648404,0.0266418077871013,0.0574699995370756
"AMBRA1","AMBRA1","grey","grey",0.240037392374082,0.210520550371308,0.178237313854883,0.213715475931512,0.145105594315925,0.202764694884066,0.217670314884605,0.23631486256762,0.193656845378261,0.204925249054003,0.160241632452174,0.12414087642018,0.0290570716525673,0.18756224446099
"ATG13","ATG13","grey","grey",0.22523004731505,0.216056771510485,0.0983814227061466,0.188023283251916,0.133727757085685,0.196220910897811,0.238072074917841,0.225396334483979,0.168906194819949,0.210617162687696,0.172577647211187,0.0992380493288003,0.0205024475535766,0.207201367131577
"ARHGAP1","ARHGAP1","oligo6","pink",0.173216856514935,0.16946497183563,0.0492952638207348,0.151130940479783,0.116567564147511,0.189094037890512,0.229442875374364,0.179735799047172,0.110301198849716,0.184357484612442,0.120443776890253,0.0658955640557285,0.00751280721678475,0.160644478165082
"CKAP5","CKAP5","grey","grey",0.179526190340651,0.104286366241923,0.115874993769632,0.137918084943882,0.145610580307184,0.137251548484793,0.133678321657747,0.149447571624232,0.117902422072784,0.158987954023604,0.148227384080745,0.141037505237156,0.0145331125702353,0.118455838134875
"LRP4-AS1","LRP4-AS1","grey","grey",0.0118413878897683,0.0790438595663574,0.0701634509906232,-0.000131183622429745,-0.0682677255954082,-0.0224496825672111,0.021649459828156,0.031694155653172,0.086901805241668,-0.0191231170969354,0.0422439412756777,-0.00858382159424366,-0.00366637178556977,0.0196232114945449
"LRP4","LRP4","oligo1","yellow",0.121496101948221,0.312796381122808,0.137663526847443,0.134429647048492,-0.105457612991534,0.0813399858737505,0.179294392399576,0.202964023312152,0.23496537118677,0.0532756050448832,0.0311098091798687,-0.0226476993046343,0.0131763495495472,0.120473669390352
"C11orf49","C11orf49","oligo1","yellow",0.147490765906763,0.192681844804988,0.0527725046384628,0.153139009964397,0.055186311533434,0.14510722146934,0.17557579275165,0.183224912763061,0.124035383601605,0.132709652766019,0.0615218187132276,0.0360977222301081,0.0285873716770393,0.140058607404375
"ARFGAP2","ARFGAP2","grey","grey",0.115679885596868,0.088159944477871,0.103614880516194,0.102584867737771,0.0656775440273365,0.0887309942482772,0.0863450399346588,0.103442130004843,0.104164729934962,0.0869970179290915,0.0899455040627489,0.0897403012297919,0.0157375313822322,0.0686928192395845
"DDB2","DDB2","grey","grey",0.0964419445047869,0.0595039614580385,0.0460455665250056,0.0712747484562345,0.0808404360738976,0.0829706201161428,0.0840049425499834,0.0795228945758526,0.0476860831931792,0.0895359068320216,0.0976199415625927,0.0574071425356454,0.00154730710262247,0.0664565998594008
"NR1H3","NR1H3","grey","grey",0.0571625512060301,0.049960814528946,0.0308441417020427,0.0587512329338676,0.0366662584428085,0.0563044703516314,0.055185267643591,0.0525914861078524,0.0450969925638407,0.0451307107842265,0.0462816636409504,0.0302850045093189,0.0319754638511036,0.0433935334389597
"MADD","MADD","grey","grey",0.137930906153327,0.0873229397991218,0.0815347759872882,0.116125418776012,0.10927859305923,0.121978777563923,0.116243817424443,0.127959131296013,0.0997654947361614,0.130138722923229,0.0977813454743151,0.0939736376323393,0.0190748779996245,0.0781455780825311
"CELF1","CELF1","oligo1","yellow",0.16229391718344,0.179237509127591,0.0519104457287275,0.169079518213789,0.090844155130843,0.166814702475626,0.176884187329562,0.171005805915473,0.109534620067459,0.14534777633094,0.084835625886527,0.0488048631965052,0.0349884839138252,0.149395065112335
"MTCH2","MTCH2","grey","grey",0.145449173673529,0.091734922318178,0.0464669458655148,0.135096752035428,0.126858364334906,0.152359697674534,0.146458353685726,0.136249692731393,0.0739601506991602,0.153772371691914,0.0924218779837792,0.085072895274854,0.0215629690840869,0.104053774714603
"FNBP4","FNBP4","grey","grey",0.21348873926381,0.164206465680874,0.0787579834363558,0.182515139570386,0.157114620751628,0.191063427747093,0.200849624177718,0.183100180263699,0.119028350102415,0.193983307152772,0.180487917477725,0.0978138791244713,0.0158735580397586,0.163952567837734
"NUP160","NUP160","grey","grey",0.183518515445695,0.154812316648423,0.0666055617662936,0.173366661881869,0.113768059698645,0.176238197205821,0.17571100021605,0.161474806058612,0.103565656600726,0.158498947726725,0.133077065257928,0.0742900609722862,0.0219720067005222,0.147516499340793
"PTPRJ","PTPRJ","oligo1","yellow",0.297255864512966,0.342673763451358,0.0360692920962346,0.313531240534141,0.185055305724327,0.336272332020624,0.364192143307521,0.298809071358238,0.155989721044356,0.291541320171936,0.173223037172265,0.0496412801711266,0.0400810254007514,0.29240413091648
"FOLH1","FOLH1","oligo3","blue",0.31256081191011,0.266094128257776,0.130764876401795,0.335827559979004,0.25117643526309,0.274906697702939,0.268325469318594,0.236116415597306,0.142468413321808,0.248084451085328,0.274912636644148,0.152724114537857,0.0144930911604434,0.282241499053914
"SSRP1","SSRP1","grey","grey",0.0720789198025016,0.0817861151171681,0.0790153158120844,0.0731089797534592,0.0155639600358667,0.0480998488897788,0.0567531753354101,0.0710252280169541,0.0836049764036478,0.039272303349406,0.0310661908437481,0.0463336706862539,-0.00228193457250045,0.0509319405366775
"ZDHHC5","ZDHHC5","grey","grey",0.113020995782234,0.0812006698187549,0.0492619567700792,0.0997917623025787,0.0816494661580481,0.107708816278128,0.101745216835124,0.108721976610269,0.069245671538657,0.106606375442327,0.0698431205621332,0.0659963364460879,0.0138176005339631,0.0801967705912114
"CTNND1","CTNND1","grey","grey",0.145928433502065,0.0641253796271839,0.0834296537123134,0.133000332246072,0.132888372884655,0.127490188747085,0.103602358625116,0.120032260847249,0.0819413867117225,0.129833026226028,0.0994778569784468,0.121512349168065,0.00115671454996498,0.0805872940161144
