"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10"
"INO80D","INO80D","grey","grey",0.234492361106079,0.113872462115423,0.0900337086812876,0.205658718166394,0.230775513031742,0.19891228242174,0.140428726616865,0.225099422224047,0.0941214679087575,0.214778007406758,0.166848406076103
"NDUFS1","NDUFS1","grey","grey",0.232365959732942,0.146859658914715,0.117474968199723,0.19655175915783,0.21421850883607,0.184545668796594,0.169312815122619,0.212014038164655,0.0929864042026225,0.200849932851958,0.154930898421059
"EEF1B2","EEF1B2","grey","grey",0.0514682202505697,0.0770788973959421,0.0705229860709922,0.0387637123478511,0.0374091765478093,0.0368191843058603,0.0531211255620452,0.0359068179819694,0.0489453670711158,0.0364064246963488,0.027131142964002
"ADAM23","ADAM23","grey","grey",0.0859553902364275,0.0494179275545445,0.0286981120428638,0.0562377235244992,0.0804564866163512,0.0557432803287955,0.071093656990291,0.0782591415299321,0.0177131750432627,0.0649662474123586,0.0360969591271926
"FASTKD2","FASTKD2","grey","grey",0.0918915595633209,0.0623162385970008,0.0643270729506852,0.0830384906794064,0.0797683315899435,0.0839896146898934,0.0519478497193648,0.0719098060078363,0.0712143313952899,0.0764781476568798,0.0735368170897016
"KLF7","KLF7","oligo3","brown",0.292195465567296,0.126143450267621,0.107400650617323,0.303140319698709,0.292596100436003,0.257310118593741,0.155404023724846,0.283853044417221,0.116410966712999,0.289418629996898,0.245592840013963
"CREB1","CREB1","grey","grey",0.214777690749509,0.13582520936384,0.108034119041973,0.172652248757093,0.205388151198552,0.175690762748701,0.143279488964263,0.195938260050815,0.0956650417665989,0.185551233547292,0.135416254269226
"METTL21A","METTL21A","grey","grey",0.133883425513047,0.0967480999434393,0.0835817351266188,0.108312246371511,0.121026655968245,0.103846628168088,0.0831417079276487,0.117181758415533,0.0763652637303894,0.111824432771745,0.0837071509458504
"CCNYL1","CCNYL1","grey","grey",0.134481848054829,0.0720474902583269,0.0731735285490231,0.12661498570277,0.123381079141247,0.123645956120326,0.0606936390295316,0.11279986481537,0.0959929326528529,0.122162031817161,0.114924086916251
"PLEKHM3","PLEKHM3","grey","grey",0.266570888096373,0.133473058710811,0.103380295553218,0.239233401594518,0.265247596344976,0.216290420599922,0.161065693565685,0.260515447074932,0.0929382799559374,0.253453197310579,0.19253723792159
"IDH1","IDH1","grey","grey",0.111811349544461,0.0864851250248581,0.0700382558228155,0.0894170672683053,0.100155151530252,0.0772924672851454,0.0869837757645745,0.0999984328810887,0.055153344393997,0.0949728931521878,0.0691550875490055
"PIKFYVE","PIKFYVE","grey","grey",0.273998915699005,0.139327092214896,0.110393401735533,0.239637171170389,0.264736384487876,0.220707672846003,0.167092786132903,0.259639353730335,0.100024822761424,0.248935154396261,0.189657412940225
"MAP2","MAP2","grey","grey",0.0542920076895111,0.0393363282085506,0.0213860650634205,0.0453807835561739,0.0520500460660101,0.0294342780781168,0.0483165995752289,0.0550823056747839,0.0139018987426315,0.0517757066564217,0.0277326939806013
"RPE","RPE","grey","grey",0.184788435606384,0.102358289325701,0.0826636728908788,0.158245519727611,0.182616257145572,0.160360656245594,0.103275855363226,0.170191634447975,0.0839885963930486,0.163858670188274,0.13075170095303
"KANSL1L","KANSL1L","grey","grey",0.304222708584164,0.146081103893964,0.111523337417795,0.262139628722411,0.295842119030693,0.241511092002582,0.179439157868045,0.303887611830959,0.133515484167075,0.278979168309017,0.2102906771496
"AC007038.1","AC007038.1","grey","grey",0.12400090046461,0.0606426198843376,0.0565582756071265,0.109317733518749,0.124755272243012,0.128626918382947,0.0571331557855005,0.109972316039537,0.073576132798066,0.112045409164132,0.0964638392008321
"LANCL1-AS1","LANCL1-AS1","oligo8","green",0.103250646746647,0.117132307067574,0.154422521306903,0.106045517653093,0.0721190802739283,0.109353631777581,0.0467561967491289,0.0594675424172553,0.276894742887289,0.0866355699747282,0.110508070827264
"LANCL1","LANCL1","grey","grey",0.462346392006092,0.326238737007906,0.272543142266793,0.412506567443349,0.444635241524663,0.379635141619328,0.317155085821983,0.449021806454233,0.226578485627627,0.42738909199607,0.329252972373511
"ERBB4","ERBB4","grey","grey",0.435211121147594,0.231742869950639,0.170351681408089,0.322448147309475,0.44716741450999,0.325018248666311,0.307390395192402,0.452702839525347,0.111473583980135,0.37819613424608,0.219572044030841
"IKZF2","IKZF2","oligo7","pink",0.358400556096801,0.18558657207297,0.139284715774138,0.303322219126992,0.363390696178859,0.271986283943479,0.233102552206267,0.403091690377712,0.114227109354395,0.335166674447203,0.221659394059547
"SPAG16","SPAG16","grey","grey",0.183218445338376,0.104966222291396,0.0932462804993489,0.169865827705538,0.174324725595191,0.156879559588532,0.102004897736485,0.171020720589382,0.0897752862343686,0.169673719024031,0.138200884652213
"BARD1","BARD1","grey","grey",0.156908669416094,0.0786113067850571,0.0558859031650247,0.123092160996964,0.154213271395431,0.115311290956602,0.102350887199108,0.154169018425984,0.0415097931678829,0.137369454959608,0.0931289873840346
"ATIC","ATIC","grey","grey",0.164139705479288,0.113882796747837,0.0970729572011903,0.147290117621974,0.152883203317092,0.132709607436064,0.11720874001221,0.151953505487551,0.0811529010872347,0.146412293307164,0.116387711827533
"FN1","FN1","oligo8","green",0.0352715157986092,0.0338470093482904,0.0569610545115099,0.0311359867852729,0.0220063277528531,0.0499158106999952,0.00787329661984601,0.0138428475984507,0.107993475112535,0.0241687850674291,0.0410907860435296
"PECR","PECR","grey","grey",0.121503781575158,0.06560220024248,0.0542065976715144,0.109701847932398,0.117311532450726,0.102534314541584,0.0745885305467173,0.115960357270448,0.05006146510302,0.114256031192955,0.0861644431311979
"XRCC5","XRCC5","grey","grey",0.285592364960326,0.205402575203589,0.176724720260173,0.241537334658719,0.266204373222053,0.229467189186056,0.189912581847639,0.260843026769628,0.144758510189868,0.249141361068725,0.190730800627266
"SMARCAL1","SMARCAL1","grey","grey",0.171295458380159,0.0732111587607372,0.0542297129306356,0.150109794201636,0.171327836949391,0.15027174472645,0.0919126797414873,0.16042424565423,0.0592343939766285,0.154066820323797,0.126639253284288
"RPL37A","RPL37A","grey","grey",0.172813345260067,0.114154138142668,0.0883264796589596,0.157642522116289,0.160988046208302,0.12285895942044,0.121368629802365,0.169203396857026,0.0703839548190758,0.155216601362882,0.11835678696035
"TNS1","TNS1","oligo10","magenta",0.223786758491056,0.0953648363715851,0.0980874576159813,0.282255114249162,0.215073276969981,0.223281747466176,0.106217276148565,0.202290479824356,0.125076194095415,0.248702954366308,0.296949160573363
"ARPC2","ARPC2","grey","grey",0.134874871941986,0.0919852918432305,0.0820890746094277,0.114774115791518,0.123799738619632,0.116361380484054,0.0844722454168107,0.115012456739977,0.0711236681838785,0.116604431385286,0.0933943885299436
"AAMP","AAMP","grey","grey",0.0632161084277565,0.0944922692491231,0.0799668598211227,0.0378061813939555,0.0446137168305709,0.0363698166854537,0.0779794736576802,0.0528033443535969,0.0405809108202929,0.0398636136632346,0.0200858199027367
"PNKD","PNKD","grey","grey",0.0684884340661776,0.10481741403805,0.101517239341229,0.0489117237536923,0.0478377325171319,0.0479548731488565,0.0706825432277821,0.049892296570929,0.0708621415490238,0.0459597215821018,0.0383421341093089
"TMBIM1","TMBIM1","grey","grey",0.109980937526393,0.116630532164085,0.114015750038552,0.111880915385389,0.0917807933862907,0.0957948346539983,0.0931459287033113,0.0874521457518779,0.0774932691363897,0.100531595781846,0.0931714043144776
"CTDSP1","CTDSP1","grey","grey",0.0836137817811644,0.0736994305176876,0.0698036347707015,0.0625719306427667,0.0753879255865982,0.0721151123411316,0.0681850545399448,0.0693767919835394,0.0546693718543956,0.0678668386711227,0.0474265233853256
"USP37","USP37","grey","grey",0.214347799708045,0.104832440809348,0.0839567410443113,0.188933261940264,0.208617767334994,0.181524415276904,0.122768544676326,0.203279089862942,0.0817826236389379,0.193684662771673,0.157199664579313
"CNOT9","CNOT9","grey","grey",0.152492684219241,0.088368897607398,0.0792246174743001,0.131656865884159,0.145026747284073,0.136573357448935,0.0870860396105828,0.138366614941575,0.0782476849040596,0.139502396408642,0.111594059107484
"TTLL4","TTLL4","grey","grey",0.106856523759265,0.048202115120396,0.0536968953478194,0.103996726197859,0.103586771621967,0.113122119111107,0.0466275700989372,0.090490838597184,0.068439844299268,0.0995765457318252,0.0975641390904144
"CYP27A1","CYP27A1","grey","grey",0.25473011801307,0.152673402080309,0.140384791975527,0.237028126144121,0.24400304916535,0.233915165594829,0.142415395486738,0.23382999546765,0.129990067174426,0.237642596464849,0.20608744759953
"CNPPD1","CNPPD1","grey","grey",0.0660898140380829,0.085191624946125,0.0820278758762993,0.0636971012845437,0.0528258361583288,0.0555096978542211,0.0631071039894445,0.0488172798993,0.057409643803914,0.0565983558702954,0.0526957804503911
"RETREG2","RETREG2","oligo1","turquoise",0.0864276974833374,0.124352577117173,0.0926584041081948,0.0721102804800101,0.0650660793487995,0.0512165111036162,0.107190409137842,0.0774623685629553,0.0479494618333399,0.0676630373565105,0.046975275686447
"ZFAND2B","ZFAND2B","grey","grey",0.0630434027771163,0.073475173516926,0.0748181275044269,0.0574829240708599,0.0468797069308713,0.0518207834666883,0.0510061474389504,0.0457062289075619,0.0503688810850733,0.0501190233772745,0.0458901629317015
"ANKZF1","ANKZF1","grey","grey",0.139441738887257,0.0818845061095376,0.0697687867401067,0.12074477832154,0.128636987974562,0.120187187877055,0.0855578419376241,0.124178926152796,0.0676001797682529,0.122044821760631,0.101804613805289
"DNAJB2","DNAJB2","grey","grey",0.259141376314124,0.176505710356422,0.15465693388251,0.259415042297584,0.241022298554966,0.245964555801258,0.171304210955673,0.223607913445752,0.130065948408425,0.242579466598629,0.233281903407018
"FARSB","FARSB","grey","grey",0.164196597871277,0.0869014422926445,0.0715537323807665,0.136561338850475,0.15635768663294,0.139396873663726,0.0980774401485443,0.149183975280161,0.067149863300559,0.142817149196316,0.114899414618547
"ACSL3","ACSL3","grey","grey",0.253488416418579,0.161831743138886,0.143660218283985,0.235016176195676,0.245370343648973,0.210318310270154,0.170116747026414,0.238996699452806,0.120314923377664,0.237287574009023,0.19632172626016
"WDFY1","WDFY1","grey","grey",0.175356281196209,0.0916648627544404,0.0704389441352796,0.151294684523069,0.168878946042585,0.153356915130147,0.108924048526973,0.166126396845679,0.067554386782713,0.160272169848316,0.126120500497734
"CUL3","CUL3","grey","grey",0.28385334756965,0.144454172530015,0.11989450871672,0.242671814451866,0.279203682524954,0.235871966592722,0.164914197634577,0.269358617755739,0.119161049401277,0.257632157883154,0.197596605971028
"DOCK10","DOCK10","oligo9","purple",0.657892205202308,0.261703264692332,0.201019257245311,0.613686645174157,0.679784702859004,0.58912684884114,0.335834287503186,0.660211578560775,0.22786894871206,0.672581102184962,0.528941487775377
"RHBDD1","RHBDD1","grey","grey",0.2501711575536,0.106730952141784,0.0859797938928492,0.226925851038667,0.249851939409144,0.214832076797291,0.13947677797316,0.245851272714527,0.0973886456416866,0.235910898861557,0.191810546833706
"MFF","MFF","grey","grey",0.269798254858932,0.180934567701989,0.157766850251713,0.239977293370838,0.253260637181342,0.227444232298112,0.163834430553522,0.241795183752748,0.139746201287321,0.243107381423471,0.198744715011133
"AGFG1","AGFG1","grey","grey",0.288247936799923,0.160547775377276,0.13439165282015,0.264923419344056,0.27836659714404,0.249925703466494,0.167097315810425,0.268945232302309,0.129606250876427,0.267211386450126,0.220784088381425
"DNER","DNER","grey","grey",0.312320987780487,0.210935399731704,0.178450895740971,0.266238076456269,0.297172683178602,0.252227950594962,0.224443417508707,0.297951117158667,0.144251674760817,0.277224333416682,0.215522338859461
"TRIP12","TRIP12","oligo3","brown",0.373528219629169,0.189872572311591,0.15976516776528,0.378527199810791,0.365674162124859,0.331837135651737,0.204969789182809,0.353643636728503,0.16676486797451,0.356657313593407,0.306512150892346
"SP110","SP110","grey","grey",0.122052021673944,0.0570088703898517,0.0465667210789243,0.116866055568584,0.117949458734466,0.109512215068111,0.0639066858968069,0.111527157960594,0.0531468534486239,0.116312708003711,0.100007368555728
"CAB39","CAB39","grey","grey",0.21762312665421,0.116801700382144,0.0901368271814415,0.184060456216117,0.210544799985725,0.171999307484686,0.145372010715676,0.209745109557064,0.0757083767584422,0.192489546587089,0.140980706253484
"ITM2C","ITM2C","oligo1","turquoise",0.0164817813194225,0.0838884688815217,0.0605829092932058,-0.0032758958067275,0.000483728324633475,-0.0214844665607003,0.0633169219869712,0.0200127909230918,0.010514905027446,-0.000822701926972168,-0.0240475659654661
"C2orf72","C2orf72","grey","grey",0.0846907729949396,0.0490464309582017,0.0442090317300519,0.0746865784366483,0.083845314464813,0.0772513141050974,0.0511052248958561,0.0732705866553528,0.0418941378713168,0.0798143876189936,0.0669950645852967
"PSMD1","PSMD1","grey","grey",0.251979298579067,0.147261014883525,0.123912393831066,0.231446697542868,0.24111380248407,0.215423981874075,0.150742557637236,0.235508549829913,0.107917843171696,0.231276555249952,0.189222548633093
"ARMC9","ARMC9","oligo1","turquoise",0.0661992837279077,0.139876788402649,0.100519259001009,0.03109441694861,0.0447270271452704,0.0380023768108214,0.103649439149359,0.0498490903181121,0.043910155822713,0.0384848047029057,0.0169471886126327
"NCL","NCL","grey","grey",0.180979445170607,0.210152858783617,0.182830344832245,0.128094979248601,0.14948419002702,0.121675108353167,0.166798878875259,0.148870727280946,0.125641601578565,0.133327847507455,0.0809047681239759
"PTMA","PTMA","oligo6","black",0.305516006989126,0.412303554987534,0.321168209590311,0.234388149747615,0.243692443268721,0.181466398921946,0.39994662639817,0.267913181257806,0.131850934431652,0.235467963500437,0.135535207994192
"PDE6D","PDE6D","grey","grey",0.143383682966586,0.0754522950323444,0.0560499259744758,0.121272542307352,0.139381469164099,0.107506630875897,0.0905975829083027,0.144035355863371,0.0484988338355172,0.129783266293708,0.0899285923517983
"COPS7B","COPS7B","grey","grey",0.113436510516898,0.0763443875221932,0.0639547077048468,0.0935095316386595,0.109455560104736,0.0890106055945045,0.0837143725446231,0.107272989096349,0.0478897490210533,0.0988566766952378,0.0729751264726177
"DIS3L2","DIS3L2","oligo4","blue",0.346740640906835,0.15082778133556,0.115324794755546,0.31266986592409,0.363203397920726,0.296373527888347,0.186455351157256,0.34251587054493,0.11907984920035,0.331444614201518,0.257299547674832
"EIF4E2","EIF4E2","grey","grey",0.143452970330578,0.0717288271539212,0.0602139161004509,0.129736052292735,0.139410532294276,0.113435954193384,0.0866367567294113,0.136167348458922,0.0562727008218743,0.136548872027652,0.107508178434122
"EFHD1","EFHD1","oligo7","pink",0.374093600516433,0.238932792869897,0.167068715921586,0.334526152284603,0.35957631201885,0.280052523768514,0.29133134361437,0.412426584081631,0.123510813937681,0.341332197260547,0.255961507046977
"GIGYF2","GIGYF2","grey","grey",0.347900021625169,0.160196142236822,0.12556109612477,0.307201871153981,0.347311889396331,0.298920962850229,0.19891021085418,0.337236764702897,0.134160205606241,0.320171997311398,0.254251509059063
"SNORC","SNORC","grey","grey",0.0957243636634382,0.0619626130685969,0.0531703206155848,0.0862993283273345,0.0857561510309409,0.0775706201327882,0.0599915788302715,0.0866918682902323,0.0544354104811791,0.0847489659311889,0.0733084971421023
"ATG16L1","ATG16L1","grey","grey",0.141590630510052,0.0716367013614104,0.0598423569160687,0.126885141835048,0.137340295222774,0.124537653494469,0.0719000419395025,0.130392468603251,0.0613923778518432,0.129699202412565,0.103382349095029
"DGKD","DGKD","oligo10","magenta",0.232193799532295,0.0800958257911667,0.0753523332513895,0.243082865517154,0.231977693353335,0.234717826637149,0.103257078124578,0.206722208363611,0.114603729460855,0.230292798023268,0.262454101197583
"USP40","USP40","oligo10","magenta",0.306878259000685,0.129490758584302,0.115851893981917,0.295097033893855,0.304394195377938,0.297591321766111,0.151424660365158,0.282736443071965,0.13915180833423,0.295692679827104,0.300824972509863
"SH3BP4","SH3BP4","grey","grey",0.276779996997798,0.131084244896298,0.101623002665171,0.250181467472499,0.278770224855898,0.234961626735159,0.164385985774382,0.271667744046289,0.0973337872254127,0.264917447292408,0.206328586100662
"AGAP1","AGAP1","grey","grey",0.665963138847781,0.280020593605156,0.20804478916338,0.586244532765081,0.683689357829299,0.569859633386166,0.395034033631189,0.665721118795063,0.206270951117267,0.638818112791587,0.486410617594914
"COPS8","COPS8","grey","grey",0.0794605276507733,0.089440062347836,0.0806645800461766,0.0628931677290905,0.0630032863966494,0.0634355554404617,0.0679358489623032,0.0639272839458526,0.0555974850753214,0.0634370702795259,0.0454769924891118
"RAMP1","RAMP1","grey","grey",0.0518401981345394,0.0887036766385119,0.0781235295425898,0.0439455011883901,0.0306036718763646,0.00816190927646782,0.0835009604396689,0.0592798392367445,0.0458098824716061,0.041060932145317,0.0226205997397811
"ILKAP","ILKAP","grey","grey",0.252543409682623,0.121677884414375,0.106336591436873,0.221796489291558,0.246568318659212,0.225526655554662,0.137826687138607,0.233539082443138,0.115490120078007,0.231357523441082,0.19181121723018
"HES6","HES6","grey","grey",0.0626086849392236,0.0810599531617152,0.0894921937879968,0.062795574598767,0.044182208054293,0.06387322502089,0.0374978359747209,0.0328890279787264,0.0820574392411399,0.0510622869393603,0.0622242753966875
"TRAF3IP1","TRAF3IP1","grey","grey",0.130220592012054,0.0518058019222744,0.0423343378626564,0.118550524326707,0.130719125483556,0.116277117963015,0.0595671243922882,0.119628949771051,0.0511406276171072,0.121097941644327,0.105638750601137
"HDAC4","HDAC4","grey","grey",0.357832909034298,0.168645836114321,0.13238275452401,0.32165761452691,0.353900810394735,0.280258392251011,0.225705475317569,0.36025051471551,0.117041951132816,0.346403675104881,0.249896919550668
"NDUFA10","NDUFA10","grey","grey",0.26062304794264,0.155403161028176,0.137733197905435,0.23381841564019,0.24505349227735,0.229610149192656,0.159717988963601,0.23628335680371,0.139204877834687,0.233328517204281,0.199039730254553
"COPS9","COPS9","grey","grey",0.0713035806431667,0.102151685164521,0.0914539363970024,0.0603994321381805,0.0513730188687067,0.0443045081597172,0.0763678932329241,0.053840923869451,0.0544705804780811,0.0551633150172356,0.0462906198583319
"GPC1","GPC1","grey","grey",0.0538793636748848,0.0425511532500901,0.0382626403763659,0.045928944365522,0.0490117598554403,0.0557678944560175,0.0371261270167807,0.0332475032196835,0.0247448196348739,0.0392484206963611,0.0419761272389699
"ANKMY1","ANKMY1","grey","grey",0.164888900995045,0.0691991465140721,0.0589635139646957,0.142752514707863,0.165590633652867,0.154408442589175,0.0850828313795749,0.151386628975832,0.0637064136846969,0.150679556493252,0.119606149286853
"RNPEPL1","RNPEPL1","grey","grey",0.0736846829192903,0.0765314339712406,0.059340686895157,0.0592709432658042,0.0607218364849987,0.0477787131683242,0.0744693813024945,0.0653661708009528,0.0342371260134748,0.0616827033315807,0.0409894985904032
"KIF1A","KIF1A","oligo3","brown",0.257165287786469,0.173999280993499,0.145554401850706,0.27869940320294,0.239412674520137,0.228799813036857,0.200621838760028,0.228660886928373,0.113335184561463,0.243885692088294,0.223253830840122
"SNED1","SNED1","oligo8","green",0.0355645228797283,0.0156695390819994,0.0341023238851363,0.0330930426990569,0.026897465638442,0.0533614799941774,-0.00361016799167761,0.0117856553131167,0.100968945203325,0.0204227771825065,0.0412036083261657
"MTERF4","MTERF4","grey","grey",0.203525507949633,0.0961697662002033,0.0845833101909217,0.183291474276942,0.194282459831199,0.175012571139654,0.110634432362952,0.189703716181411,0.101982762190633,0.185882714195143,0.15732772400744
"PPP1R7","PPP1R7","grey","grey",0.116746729953004,0.0870449934118416,0.0740421205544081,0.103084641359794,0.104866302763388,0.0915016696444156,0.0758235488797848,0.104120322540479,0.0540013790974536,0.104677703210337,0.0803697733372529
"HDLBP","HDLBP","grey","grey",0.226696790541239,0.15147854457852,0.123502878189427,0.19986448736126,0.209603196203475,0.178314641897042,0.159802353343441,0.213274978278091,0.103183529520465,0.200575753870797,0.155501827864782
"SEPT2","SEPT2","grey","grey",0.266976063715057,0.202274005725416,0.172799870903166,0.225355217416519,0.248402351474825,0.234607849887878,0.189351748345243,0.231749756313104,0.12815448987966,0.229788880869429,0.185030185614984
"FARP2","FARP2","grey","grey",0.294164969767613,0.134253199842332,0.120968410580735,0.285319562911376,0.293782725321648,0.2836004971695,0.149307693614873,0.269225391878753,0.132399464609857,0.286576894676494,0.256291553385537
"STK25","STK25","grey","grey",0.11761854302866,0.0865682324296349,0.0721466097243885,0.0984742144108633,0.108397663566752,0.105028465820599,0.0837547274180363,0.10122083796429,0.053540599697598,0.102628628028877,0.0856973562532276
"BOK","BOK","oligo6","black",0.235047873155838,0.243884003966906,0.173690191107982,0.184845568689472,0.201065401768374,0.132419673746022,0.307414690917564,0.236307592764219,0.0705582863326314,0.199025263925085,0.111208348900164
"THAP4","THAP4","grey","grey",0.11421030697994,0.0700459269827857,0.0506323134802072,0.0936690058331836,0.107459773135624,0.0858134326136068,0.0807602703882494,0.107222048858038,0.0356987817405327,0.0966503646521243,0.074088867262393
"ATG4B","ATG4B","grey","grey",0.187514915064926,0.10400706238558,0.0798695891961448,0.179481845176573,0.167140874725985,0.140325300307959,0.121243635359049,0.177345453130091,0.0954305151590433,0.174456053870744,0.14358339366291
"ING5","ING5","grey","grey",0.162292330699799,0.0830758249692295,0.067617960972584,0.146844153546781,0.152529285638761,0.127329574087458,0.0958484476152506,0.156232808824277,0.0664989834662218,0.147150665625132,0.113384725614615
"D2HGDH","D2HGDH","grey","grey",0.109480027309263,0.0601006829369468,0.0524469531828646,0.0968006131437488,0.111127021727635,0.106230961822637,0.0643027200638472,0.0981295376490748,0.0438170033993463,0.0974143246752673,0.0864788295876522
"CHL1","CHL1","grey","grey",0.0214539491478879,0.0179866197299079,0.00553869404038616,0.0150767439998313,0.019380732238915,0.012773894178514,0.027132492480705,0.0171251285360637,-8.69484632287193e-05,0.0193601623224036,0.0136219686821022
"LINC01266","LINC01266","grey","grey",0.132826295903222,0.070923274573615,0.0641322760622123,0.119754050241449,0.129933959981029,0.117507037826043,0.0760772812373879,0.122517022491804,0.0596125122787764,0.121759431319406,0.100255922534222
"CNTN4","CNTN4","grey","grey",0.0302014788928512,0.0158820348713391,0.0154603123422588,0.0249810227311036,0.029249232308288,0.0229934529765379,0.0218709418363314,0.026819085703197,0.0131217166445041,0.0263519889930279,0.0208982389361008
"TRNT1","TRNT1","grey","grey",0.112473510690419,0.0984890870994732,0.0920884151838175,0.0906826047283756,0.0958329350915826,0.0906378627008,0.0742686144342517,0.0953055723012821,0.0941601494742289,0.0928428242429805,0.0726299666456013
"CRBN","CRBN","grey","grey",0.231377436399514,0.169460419200023,0.135528499088837,0.183872273928313,0.212894805545099,0.165271215556756,0.170992120033397,0.219836980437132,0.0996153231468744,0.196773487285648,0.135085853348771
"AC034195.1","AC034195.1","oligo4","blue",0.164323330290289,0.0601978721460884,0.0465268013369794,0.155106470476178,0.178477388117382,0.151776021968466,0.079067631661001,0.160647512513568,0.0559942044424947,0.158315834128775,0.135108185006516
"SUMF1","SUMF1","grey","grey",0.280045103409943,0.117923191535121,0.0946603698928241,0.245393810786615,0.285652638515791,0.251942461388519,0.15897262394273,0.260759998359909,0.103090754317947,0.257435682051409,0.211517551089123
"LRRN1","LRRN1","grey","grey",0.0528175776344403,0.0366021473042083,0.0228414481660156,0.0393690658117122,0.0479559294843535,0.0182860085411476,0.0516280720504283,0.0700627144126307,0.00790752597198233,0.0468415948089105,0.018934294251824
"SETMAR","SETMAR","grey","grey",0.102214245153622,0.0727775801824185,0.0520253223711313,0.0765605070037747,0.094763402496813,0.0671848353178012,0.0760524248958778,0.105081211627769,0.0426011218069515,0.0853979138785022,0.0492685439136228
"ITPR1","ITPR1","oligo6","black",0.0948976337866706,0.0638354742416989,0.0380380335365902,0.0578903446765202,0.0861883318653054,0.0345207859701658,0.113370463067646,0.121396163769456,0.00649051832156877,0.0797408328965715,0.021884890083486
"ARL8B","ARL8B","grey","grey",0.215968721680102,0.167292297754278,0.141600052559095,0.180062055525586,0.199206475562406,0.167557524323031,0.166053263110334,0.198248282798199,0.10135550084542,0.185829261167363,0.138726997145605
"AC026202.2","AC026202.2","grey","grey",0.0658261506377939,0.0707327761655758,0.0810447155642675,0.0506882973657812,0.0502888508411713,0.0558335231414096,0.0433802499558957,0.0462947852752042,0.0898573696657884,0.0501735925512795,0.0447313014485236
"GRM7","GRM7","oligo8","green",0.0994818289905079,0.0657031523743475,0.0874925536813131,0.11886016926204,0.0890930669237304,0.117389242917013,0.0435585487414367,0.0721394385116751,0.143842443456709,0.0971798456212407,0.124485330093435
"LMCD1-AS1","LMCD1-AS1","oligo10","magenta",0.38378373144054,0.183224019439231,0.179653239381862,0.39590533977786,0.392753267552887,0.386128214251194,0.17570104700528,0.356385557228012,0.195579984878596,0.395005574959204,0.397801349038157
"RAD18","RAD18","grey","grey",0.164113184677867,0.0804181690285174,0.0568402906829551,0.151354356334685,0.158510711567689,0.122173630690369,0.096525951648198,0.165156409198436,0.056516932529152,0.155430163613148,0.118270220065512
"SRGAP3","SRGAP3","oligo10","magenta",0.271291972549119,0.104859902418344,0.0963044737378119,0.287840638381981,0.268965912341679,0.261472095066615,0.115483081121436,0.247203636700353,0.143269570461124,0.274468982618412,0.297374914377242
"THUMPD3-AS1","THUMPD3-AS1","grey","grey",0.185956244461946,0.114369688666545,0.106416274365421,0.161902432403878,0.169099793172865,0.154764238921873,0.11445627220968,0.168091550050535,0.110862500901831,0.16444975975181,0.136187145882672
"THUMPD3","THUMPD3","grey","grey",0.104819618637861,0.0746234216016719,0.0654930455508486,0.0866006334671703,0.0937582497177291,0.0821436477536187,0.0719918406198908,0.0915044530850333,0.0657273530298221,0.0891242582226202,0.0661234894471778
"SETD5","SETD5","grey","grey",0.315242477675134,0.134108928901858,0.110329786031192,0.26943556818733,0.318819937248908,0.29548292906531,0.17029441599256,0.295750516068366,0.127200036839017,0.287512471417195,0.233346063336291
"MTMR14","MTMR14","grey","grey",0.162076498108185,0.0820333038056759,0.0616316497782912,0.135084859676609,0.159234630495174,0.128041164677979,0.10042333936354,0.162282581099603,0.0546541419756372,0.147670744034257,0.104521281889497
"OGG1","OGG1","grey","grey",0.101501345444089,0.0480768157860557,0.0416792784895428,0.0860114229992627,0.0967242299715222,0.0892867513238699,0.0581822129299867,0.0888918277029561,0.0449615468755383,0.0882450662136415,0.0746672242754038
"TADA3","TADA3","grey","grey",0.0808287949111416,0.0702075691268695,0.0621944313343015,0.0710836556196333,0.0705209945921215,0.0667707833709194,0.069283719372262,0.073287428381793,0.0451722996615981,0.0687028282842526,0.0569230974801322
"JAGN1","JAGN1","grey","grey",0.0378137441168973,0.0847077984839904,0.0853551143738927,0.018036570730076,0.0183159853662654,0.0138990017528734,0.0568556123304261,0.02568750089828,0.0462711238252401,0.018317968450315,0.00800196389076177
"CRELD1","CRELD1","grey","grey",0.139090899874941,0.0957962952680251,0.0847442175953501,0.121007892006986,0.122149683136195,0.0999218525592101,0.0948184881942912,0.12648696047735,0.0646994429931411,0.123999397016794,0.0915660907509031
"EMC3","EMC3","grey","grey",0.0892918116045521,0.0729974793567141,0.0799833053167439,0.0729565723127779,0.0745129118140257,0.088194884508841,0.0530141046406737,0.0671589827163376,0.088820628632255,0.069463930018184,0.064782545169389
"BRK1","BRK1","grey","grey",0.0727772083715998,0.114363845249212,0.0991766088906405,0.0533149301740619,0.051730777245957,0.0425333396453892,0.0830018539168074,0.0589242210807063,0.0521857339568218,0.0530832759611657,0.0335923232120747
"VHL","VHL","grey","grey",0.107627685203625,0.0607575902494975,0.0524755479050193,0.0943044610707892,0.101419707407332,0.0937809273216652,0.0670213111338982,0.0963619941348997,0.0520009221966463,0.0982083004320028,0.0823556248028609
