"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10"
"NOL9","NOL9","grey","grey",0.132587365470727,0.0805521200979267,0.0708843690556305,0.10928337748908,0.124217944242268,0.118026753715852,0.0871331220133568,0.114113552176123,0.066433254426981,0.11447141459804,0.0966940417241698
"KLHL21","KLHL21","grey","grey",0.141497844995684,0.110562052823745,0.086731094702521,0.126503807378448,0.12597190549742,0.0975741669235936,0.122266196385829,0.137605752915345,0.0607925652394171,0.125841872396064,0.0947683025850531
"DNAJC11","DNAJC11","grey","grey",0.13769403146017,0.0635445910181455,0.049957891383383,0.119825531026261,0.133026866460012,0.127419943445568,0.0772857311945923,0.121206138999745,0.0640544134689715,0.119900076531695,0.101942655666988
"CAMTA1","CAMTA1","oligo4","blue",0.383364411722086,0.157922561379083,0.121403750573938,0.347719933544128,0.395892216167444,0.324641239913199,0.212777953426009,0.374603856635171,0.131635830515217,0.360686294404147,0.285453713161041
"VAMP3","VAMP3","grey","grey",0.153521820865592,0.177180713102388,0.138653077792407,0.125793792481185,0.126963002224326,0.100434545641567,0.159125542488746,0.137131546392466,0.0781386418492042,0.124858690725226,0.0846976848445848
"PER3","PER3","oligo5","yellow",0.230809131545382,0.107334114203284,0.107522209395966,0.228035263832868,0.223908013643587,0.257616551474023,0.11041173137474,0.193373134037034,0.134020451430969,0.216041232950412,0.218329479048982
"PARK7","PARK7","oligo1","turquoise",0.076304127972678,0.179307547865911,0.148070658292987,0.0516466529424836,0.0441870077905347,0.0472597233201683,0.115367907248001,0.0486608996527717,0.085330897663996,0.0454993748462147,0.0301316667588646
"ERRFI1","ERRFI1","grey","grey",0.141159682499177,0.101555051198514,0.0800168638150326,0.126879267539623,0.129453644736107,0.103769570213006,0.113782091993497,0.14224481491595,0.0533425208724339,0.130905180110286,0.0927380357723177
"RERE","RERE","grey","grey",0.516655094000978,0.20314341707549,0.16103972775582,0.47099770583483,0.532641985655808,0.470166366075769,0.267071326792968,0.499766730028114,0.200967581371888,0.493959795652764,0.408059426859808
"ENO1","ENO1","oligo1","turquoise",0.0955586088528082,0.160933730806272,0.124276590854752,0.0580320586933909,0.0695884331895256,0.0563157022591414,0.11566566334715,0.0762768559828819,0.0642361838813615,0.0647299549734699,0.0332684143023929
"H6PD","H6PD","grey","grey",0.142206966716008,0.0796164970254697,0.0667751396197764,0.124803805998939,0.136115923491553,0.126108228583907,0.0937725366325326,0.125653799361191,0.0578908016987526,0.127684062820242,0.101862346839674
"SPSB1","SPSB1","grey","grey",0.191513013398788,0.103651217067492,0.0761415878980223,0.169808930140691,0.19164077309918,0.151475208336515,0.131643474085316,0.192544825261826,0.0551964224655604,0.185927608457419,0.132338271006255
"SLC25A33","SLC25A33","grey","grey",0.0856421035541719,0.0547644087911237,0.0528619548172524,0.0747141385063638,0.075348267675149,0.0759315026593873,0.0546764788577225,0.0699924072509848,0.0465812594330512,0.0736929528226335,0.0643381687175885
"CLSTN1","CLSTN1","grey","grey",0.17990854303768,0.120546433165354,0.0935717371792832,0.160020314582201,0.162067095948256,0.143636214355937,0.134149621745625,0.162798160838466,0.0760811488124277,0.160365441223791,0.128502447244851
"CTNNBIP1","CTNNBIP1","grey","grey",0.140446579307544,0.0738963754830947,0.07261895958154,0.135024766627086,0.135379358557738,0.13406897031379,0.0809945303383468,0.123796713692444,0.0680951098130858,0.133320810391391,0.119403960763913
"LZIC","LZIC","grey","grey",0.127115451845323,0.110256676918583,0.0973859447735684,0.102274888903947,0.11221362310615,0.099119628975438,0.10268350883495,0.113812727609443,0.0697818257960794,0.106018028955965,0.0789796776748995
"NMNAT1","NMNAT1","grey","grey",0.0915936712297215,0.059968327502467,0.0620988416547481,0.078510566513598,0.0817234793232881,0.0865385271802296,0.0525006562983417,0.0788238229547072,0.0766155868293592,0.078430517286651,0.0721850953171405
"RBP7","RBP7","grey","grey",0.0527301961520801,0.0840780871530796,0.0975495251486689,0.0407647774751644,0.0370323672837354,0.0667271130009701,0.0344916863976758,0.0178407497717348,0.0864114907727855,0.0321592017723835,0.0427920339160504
"UBE4B","UBE4B","grey","grey",0.398178529349951,0.151841661099142,0.11865214444346,0.363803673471243,0.400856988685436,0.360775561857234,0.209661078952433,0.390386066229962,0.146650240747369,0.376034069832111,0.317264220522149
"KIF1B","KIF1B","oligo4","blue",0.532347261084188,0.256405920458187,0.191481590489619,0.488848060848023,0.543226956073459,0.466001292093169,0.332437997674677,0.513884871420948,0.18175171301178,0.50630359675708,0.411182800298992
"PGD","PGD","grey","grey",0.0812728638713983,0.0533124834375441,0.053166341031474,0.0710280520470065,0.0728311712351385,0.0778083446715034,0.0507623823098939,0.0649822756884556,0.0471680986268773,0.0673558678231106,0.0630022710726926
"DFFA","DFFA","grey","grey",0.1392095879746,0.094723957754338,0.0697775778695631,0.110346601673097,0.128919443832609,0.101286884543234,0.111324555140235,0.132183980942264,0.0432119463065525,0.118858598936899,0.0813597880167613
"PEX14","PEX14","grey","grey",0.149224840376017,0.0768121864055487,0.0652053120600167,0.132965148450205,0.145558434260921,0.131754316716751,0.0824488761188496,0.137577622330725,0.0670504193110911,0.138565049477806,0.113497644646019
"SRM","SRM","grey","grey",0.060842245511048,0.065913965191125,0.0623778283718557,0.0457245809729833,0.0461336954179733,0.0470560958266873,0.0514116585037183,0.0426683111738966,0.0464268070844267,0.0425941995199613,0.0346094487449525
"EXOSC10","EXOSC10","grey","grey",0.121122839953875,0.0569441602224369,0.054117241266952,0.111160095503665,0.11852458503897,0.114861553493862,0.0620761861974762,0.110277985333248,0.0635752912967616,0.11340006138516,0.0959454222671197
"MTOR","MTOR","grey","grey",0.196862649321599,0.088779847027778,0.0762862470920446,0.172754693239149,0.194587177754804,0.172931257160277,0.105953486079403,0.183583858925452,0.0759646311319269,0.177741197540854,0.1457862309386
"UBIAD1","UBIAD1","grey","grey",0.090222571323512,0.062840861152482,0.0541525276869612,0.0738785132937455,0.0850362610654889,0.0790923490235643,0.0645146604481131,0.0814103078189668,0.0434171259696401,0.0766100580309945,0.061248979392505
"FBXO2","FBXO2","oligo6","black",0.0629296762475536,0.104019777943908,0.0757414939838452,0.0681987234328416,0.0370227540479809,0.00690302362347825,0.124885226325046,0.0801885858004255,0.0389404081116552,0.0510156535685842,0.0384423431086022
"FBXO44","FBXO44","grey","grey",0.0790502006279172,0.0628745353450649,0.050549819130424,0.0711297505448755,0.0705821814328688,0.0551668992693094,0.0645456995055208,0.0808065474373886,0.04242945323698,0.0729078655415739,0.0536998014260541
"MTHFR","MTHFR","grey","grey",0.118648407311743,0.0607822999377881,0.0490446885323369,0.104868988183555,0.11128274367074,0.100159361969595,0.0730101800551596,0.106391954065124,0.0497166158976497,0.108873944685409,0.0912471760580126
"CLCN6","CLCN6","grey","grey",0.121367994018021,0.0639844338380456,0.0542791688959467,0.10763371111225,0.114935041499918,0.102921944344779,0.0639375506753375,0.116601438086234,0.0554824068077692,0.110120983409107,0.0887700713741475
"KIAA2013","KIAA2013","grey","grey",0.0960089429352196,0.100635257469465,0.0889701922776792,0.0816509736705203,0.080292455117085,0.0749162628976665,0.0855304385208992,0.0780939246138758,0.0503419367816921,0.0751462219482848,0.0625124045809694
"PLOD1","PLOD1","grey","grey",0.113894551606592,0.0651780841258599,0.0495464420371771,0.0989676017552829,0.108824692070199,0.0951301738188102,0.0775644335129855,0.108904403854591,0.0411680886953706,0.10193530379163,0.0812511394941646
"MFN2","MFN2","grey","grey",0.100065010606097,0.065808946725057,0.0533766652371679,0.0817736675661861,0.0923653595218736,0.0831905277255644,0.0804751100613041,0.0906144321778781,0.0388788745137098,0.0861669301341367,0.0696367564164468
"VPS13D","VPS13D","grey","grey",0.298011141156783,0.13116220778344,0.103590948477141,0.269229002394017,0.294240387472795,0.258964625578862,0.170171582979747,0.282942550015711,0.107229934482464,0.275802392902103,0.224795560531442
"PRDM2","PRDM2","grey","grey",0.291836025441776,0.152671774058025,0.130095681710151,0.275095159618856,0.283935277063092,0.25634151603579,0.158872429740068,0.269399267612461,0.134045813105526,0.275939365074403,0.237941651695958
"KAZN","KAZN","grey","grey",0.281595772879868,0.106116799965336,0.0698853054672191,0.203625300021861,0.292555516412507,0.216966594055362,0.171289776790325,0.275332916978312,0.0539367619904477,0.24567624582973,0.139327668814681
"DNAJC16","DNAJC16","grey","grey",0.16276913241908,0.100531310613442,0.0833064400458578,0.145790207308236,0.156313170262864,0.145848459365785,0.103919360699043,0.147083651145196,0.0690763126266095,0.146118310596524,0.119115612696008
"DDI2","DDI2","grey","grey",0.189765911056771,0.0899441142056101,0.0770481032468091,0.188824843737357,0.183525625832096,0.180463898442956,0.0973306000251144,0.169694829911332,0.0890986949501097,0.185099981639895,0.171201954563152
"PLEKHM2","PLEKHM2","grey","grey",0.129492455471555,0.0728061558711014,0.0639969377075876,0.125509873735585,0.121151644020678,0.11601472894664,0.0707313523735253,0.112697142720455,0.065005492375757,0.118470102118216,0.109487107703771
"AL450998.2","AL450998.2","grey","grey",0.0802242952900631,0.0903671417316404,0.0861589691730867,0.0703051730872611,0.0660598065240248,0.0578012799669384,0.072791030874841,0.065413777723885,0.0779913208358096,0.0609721618592135,0.0452858384068123
"SPEN","SPEN","grey","grey",0.286310587559482,0.169193584752321,0.124411381083211,0.231018818078608,0.274251483948354,0.218715439269008,0.201479517119457,0.276875213304578,0.0977383852531622,0.251364640131249,0.173795633226379
"ZBTB17","ZBTB17","grey","grey",0.115051316040533,0.0784192366543855,0.0673620272659658,0.0931686990161339,0.10897161281416,0.100031650150051,0.0790828461779155,0.105911021755467,0.0636355022120496,0.0964539392331152,0.0754940359314845
"FBXO42","FBXO42","grey","grey",0.215283039925839,0.0964624082062643,0.0773359136215795,0.187833570318669,0.212292417174565,0.180898563987421,0.121461563883997,0.206608322849103,0.0948933884325398,0.196966988907495,0.153570208064641
"SZRD1","SZRD1","grey","grey",0.114942603344527,0.0847083210503168,0.0650234107318723,0.0946437724047536,0.106781477000561,0.0862055771094316,0.0936276602159441,0.108157201300471,0.0477757862621419,0.0987680586720756,0.0718784261134334
"NECAP2","NECAP2","grey","grey",0.0809679592010627,0.0728116481551542,0.0605610255736223,0.0635951551007049,0.0707785810906207,0.0600535668524882,0.0605193541262028,0.071465198676028,0.0518410962830302,0.0648721047722464,0.0441673178710566
"NBPF1","NBPF1","grey","grey",0.218445129835698,0.128598399478629,0.111174168319063,0.23897770005421,0.208644175831775,0.185655877816485,0.129689666767943,0.202510353194349,0.106454512202704,0.216645144374201,0.201015485639359
"CROCC","CROCC","grey","grey",0.151686828087381,0.0835796469341756,0.0625988836529567,0.126280074240324,0.142184846251579,0.106121064251924,0.110634836694625,0.150288992361368,0.0498129020272534,0.134265307000526,0.0904707538972295
"ATP13A2","ATP13A2","grey","grey",0.121387098125849,0.0771736892172975,0.0611323171038958,0.111564674654619,0.109963665451452,0.100843821560578,0.0852897111910303,0.109386066190229,0.0523476974804635,0.108314415399035,0.0914623440753109
"SDHB","SDHB","grey","grey",0.124241238941857,0.0816492289790076,0.073981208848233,0.102475134136102,0.113648698241107,0.106173360252145,0.0771924774112118,0.109113664913845,0.0691873222720904,0.104829472166482,0.0839135893035487
"PADI2","PADI2","oligo5","yellow",0.266063376290149,0.133306241634375,0.128587089328874,0.281523453945613,0.264274790638633,0.302512208349808,0.13539865531217,0.228779221571037,0.143165561710543,0.265085315185469,0.268867389864211
"RCC2","RCC2","grey","grey",0.102198420797215,0.0766053882650654,0.0579966562261251,0.0827061277327661,0.0929068351156484,0.0691050390943895,0.0839575077987054,0.0997671908285799,0.0355624980866578,0.0893881124190326,0.0561701959883226
"UBR4","UBR4","grey","grey",0.226696868256615,0.116182671684429,0.0907129241540275,0.200788640687722,0.218137036918318,0.190740403527193,0.137069337610005,0.214435851620266,0.0837801225904447,0.203032654531897,0.163030681067754
"AL035413.1","AL035413.1","grey","grey",0.147716648214383,0.0631984234558799,0.0549913086107683,0.120088016599914,0.144037353807681,0.129015944874756,0.077993441709156,0.137404788679744,0.0661518317431639,0.131267820642352,0.103143209124032
"EMC1","EMC1","grey","grey",0.0798983768012921,0.0652050079931317,0.0611540352350932,0.0588768804700068,0.0673147527766539,0.0665888594191869,0.0594932293546567,0.0662457667694744,0.0618048013019211,0.0617518443237378,0.0509373960986397
"AKR7A2","AKR7A2","grey","grey",0.0479527631943382,0.0848698598141103,0.0769180224835738,0.028744588480967,0.0290828281303389,0.0295258406115613,0.0570737525495703,0.0308406553120031,0.0459759163159185,0.025566842974138,0.0181956059306094
"CAPZB","CAPZB","grey","grey",0.259220208869055,0.12404834930992,0.102347044327502,0.234070903715618,0.255002002466621,0.221174143040022,0.154413713992536,0.250876291995069,0.0930405148932049,0.243511759552652,0.191434922505777
"OTUD3","OTUD3","grey","grey",0.102569897667079,0.055024886883555,0.0446706842380586,0.0830045252245322,0.0985863832055364,0.0886419318159425,0.0616441014968666,0.0888912494909819,0.0532153306608237,0.0872876112102351,0.0686572313187256
"CAMK2N1","CAMK2N1","grey","grey",0.317669189803986,0.304535273317698,0.250717400884216,0.283677062649459,0.275835540431804,0.225711035981119,0.27631943737552,0.293211880410332,0.150486431377679,0.276243019008733,0.207484927496406
"PINK1","PINK1","grey","grey",0.0788525557616204,0.094121351760552,0.0807217928453884,0.0572380632325726,0.0627085680352293,0.0491904628686834,0.0786033670772129,0.0683780181264438,0.0499650495364536,0.0567498718486484,0.0391299320641928
"DDOST","DDOST","grey","grey",0.0499990897795852,0.0643288249709101,0.0734830055212322,0.0349775670451035,0.0366023801425916,0.0456706232523208,0.0406107747677081,0.031866884236204,0.0558592387641517,0.0334674782767843,0.03144269698249
"HP1BP3","HP1BP3","oligo7","pink",0.385624314513045,0.238294683037154,0.17909858348526,0.32326067214596,0.364813380954888,0.268079596637103,0.261514377930286,0.416287604322263,0.1497018909512,0.352052503673744,0.233385328963895
"EIF4G3","EIF4G3","oligo4","blue",0.456054654983253,0.22112000530817,0.179376821748693,0.41976436271293,0.469744053754364,0.401417548593403,0.261426323593219,0.441712657440236,0.176701856484973,0.437075331888794,0.350867997449278
"ECE1","ECE1","grey","grey",0.202785180919419,0.0815607202813703,0.0531360904694288,0.171326472127656,0.203994188066655,0.158293112750332,0.140085115766744,0.206970268081287,0.0490668637408068,0.185422744959942,0.131409073113007
"RAP1GAP","RAP1GAP","grey","grey",0.0739839626346347,0.0431479670886415,0.0431568416981756,0.0680362040305925,0.0731484700401028,0.0860900991581951,0.0463977236989852,0.0559340820529814,0.0435297593563143,0.0684700787129292,0.0662097479364337
"USP48","USP48","grey","grey",0.31721758004673,0.161508177843511,0.141001605710162,0.291771074609578,0.305890500573841,0.273185574243433,0.175881896554891,0.298566549651983,0.148488765388709,0.291631640881443,0.248923944433146
"CDC42","CDC42","grey","grey",0.198330849732787,0.185904061188368,0.169527055168067,0.164083852681527,0.172490038856654,0.162152327598206,0.155024577356697,0.165123436204441,0.13389064272463,0.158168402604256,0.13379889486545
"ZBTB40","ZBTB40","grey","grey",0.152130392088278,0.0868721604341717,0.0622444263339483,0.130249355046107,0.147489954571089,0.115694875069164,0.10153415007932,0.149191215264834,0.0489851806702574,0.137936834383474,0.0903125830383777
"EPHB2","EPHB2","oligo3","brown",0.248852658506009,0.122405693872356,0.113190474552076,0.318592590576268,0.235274356877757,0.235598530617156,0.114585893440039,0.226481352939003,0.134994303436972,0.273287608331474,0.281955312192439
"KDM1A","KDM1A","grey","grey",0.14314878916113,0.074622666878747,0.0606907419769502,0.118549025106074,0.13790090931689,0.113396467210324,0.0879527702335457,0.133356672962564,0.057016562946124,0.124609227856492,0.0905371407827886
"LINC01355","LINC01355","grey","grey",0.101792525932345,0.0542174306373684,0.0433056752446456,0.087103908185818,0.102268922987406,0.084595626222229,0.06821671074363,0.104950213134359,0.038231939552093,0.0901715032957871,0.0690080615859104
"HNRNPR","HNRNPR","grey","grey",0.2425528982248,0.176126822091199,0.144138092955815,0.193426106980353,0.225496632820741,0.18909183570066,0.177866163694051,0.225073230018929,0.113656865885246,0.205011628795989,0.145445788531014
"RPL11","RPL11","oligo1","turquoise",0.109594763175956,0.211965225016292,0.169694503927848,0.0762742375702171,0.0692076289126558,0.0410828628548959,0.137106556885292,0.0945151964288294,0.103446930779089,0.0724305167776329,0.0343909635112064
"ELOA","ELOA","grey","grey",0.0961952445542717,0.0576339699253409,0.0461322396534679,0.0857472260812855,0.0885561783108666,0.0756659613428871,0.0644126696385702,0.0890691035419133,0.0531006060341194,0.0834646963342283,0.0712622227372738
"ELOA-AS1","ELOA-AS1","grey","grey",0.12193552181914,0.0598205290835727,0.0587262198096894,0.118254051406605,0.115679210180466,0.116343561964988,0.0650046316942456,0.112565152606732,0.0696686921855985,0.115603914435805,0.103250481215188
"PITHD1","PITHD1","oligo1","turquoise",0.0847499418117146,0.155831078730653,0.125468058963783,0.0548499038269754,0.0580307645959011,0.0510086692489675,0.108289004971727,0.0640462134513149,0.0787421149414672,0.0523408340383703,0.0358709313655989
"HMGCL","HMGCL","grey","grey",0.108094711416645,0.0679243545674721,0.0647431756118167,0.0957950688194543,0.100360026418538,0.101560662012929,0.0596280267101403,0.0929318248429231,0.0710153546052864,0.0985809083012758,0.087161946786314
"PNRC2","PNRC2","grey","grey",0.101551288755646,0.0932091786827615,0.0802420143436551,0.0892936568991578,0.0893856845392075,0.0693185986009632,0.0882673918721769,0.0929716564930402,0.0545174712179468,0.0864332644400669,0.0642741048913335
"SRSF10","SRSF10","grey","grey",0.189409965542033,0.15739560735976,0.130267511940734,0.14978996062298,0.164235851675995,0.14460203299077,0.147792578345256,0.172569154684289,0.103767711974008,0.152615327538551,0.113327523523731
"STPG1","STPG1","grey","grey",0.156341749821017,0.0808810008462842,0.0669472388327617,0.136581038651969,0.152717444725828,0.128944531512758,0.0965900533395108,0.152269572760878,0.0589270839438283,0.143651540606438,0.107136260189695
"NIPAL3","NIPAL3","grey","grey",0.303942350114064,0.208524017390622,0.17583151519759,0.271708397174219,0.28618211917557,0.241252770634033,0.221232027070646,0.292827749721587,0.139792884252292,0.282039558354353,0.216087738898169
"RCAN3","RCAN3","grey","grey",0.129631649695253,0.0747956587359064,0.0653778782941345,0.121859146049935,0.123594520740033,0.118510022007952,0.0734731677150044,0.115745366060711,0.0666540526475746,0.121003189923578,0.105758624139709
"SRRM1","SRRM1","oligo5","yellow",0.26565632283779,0.125352354001108,0.113240007100428,0.243320505450558,0.257934120067321,0.280765100042263,0.135138027294589,0.23620610658685,0.143636728002151,0.244242144339167,0.2184862969898
"CLIC4","CLIC4","grey","grey",0.336434439798256,0.218252164807714,0.177219216971095,0.265272486793785,0.33031527365606,0.297863559753421,0.225319355404538,0.301580011163438,0.141214082900967,0.287609819904015,0.215636020994455
"SYF2","SYF2","grey","grey",0.0606074000723579,0.0808460642468526,0.0639797791651656,0.0478451381684219,0.0478532433209858,0.0445893931278429,0.0648210551310111,0.0528167098668178,0.043099539610867,0.0484958990266302,0.0372059017539704
"RSRP1","RSRP1","grey","grey",0.316251472376631,0.220125622378296,0.218577962972679,0.308286420918762,0.29030629681408,0.290851117162328,0.175351672971621,0.278605316587821,0.225821189648741,0.29502939708668,0.26969263288445
"TMEM50A","TMEM50A","oligo2","red",0.104567287322354,0.136455780406706,0.169295163045967,0.0833164727213642,0.081096907102598,0.0856272458820375,0.0946793327035582,0.0805368614023934,0.0987418682620149,0.0782472354384754,0.0637138016682727
"MACO1","MACO1","grey","grey",0.214861435576431,0.115647026030087,0.0892911393026079,0.187038960593788,0.209837396965397,0.177639208982011,0.136434185113318,0.208889368418779,0.0795028129136725,0.197038482075305,0.154012467768648
"LDLRAP1","LDLRAP1","grey","grey",0.211154952286705,0.116305675413775,0.0891774124908727,0.210580024745459,0.202781847244486,0.166849202998859,0.132113031701444,0.203070703831226,0.0849491062528508,0.211484035396147,0.17731008235651
"MAN1C1","MAN1C1","grey","grey",0.1089941239417,0.0463324885294744,0.043644897360877,0.105216422606444,0.106468283189177,0.098273709229644,0.0543983060078133,0.0990593761425598,0.0507477311266049,0.108614594940826,0.0938215255086802
"STMN1","STMN1","oligo1","turquoise",0.190924021629069,0.314652120969038,0.252218502415326,0.196027892888131,0.135187037727768,0.129790410806387,0.214385299202535,0.163125016120613,0.161759646542103,0.162539597739905,0.156433264458344
"PAFAH2","PAFAH2","grey","grey",0.104743503044819,0.0518867250622065,0.0493257601183763,0.100973480865853,0.10217862407987,0.0976687519808143,0.0566132676249596,0.0955228529360192,0.051181117506313,0.100001538179549,0.0874287703189515
"PDIK1L","PDIK1L","grey","grey",0.0845029187033522,0.0682111991110672,0.0525694792036487,0.0711311512986217,0.0732920327251274,0.0604163230483618,0.0693581274810818,0.0790232230891321,0.0431992056932587,0.0725562789959749,0.0539084786539454
"CEP85","CEP85","grey","grey",0.191784469055314,0.0860159890168938,0.0786758031630077,0.198274732799449,0.185794101516616,0.189041743738314,0.0917304314703842,0.173826982215399,0.110436691619099,0.187688198981134,0.1791329988444
"SH3BGRL3","SH3BGRL3","grey","grey",0.0831632727121846,0.0976513150195525,0.0792815457979362,0.0830770186525876,0.0673714338206176,0.0570423860050163,0.0816036048379457,0.0754470919205874,0.0438529605034808,0.0742122564880019,0.0633111085095425
"DHDDS","DHDDS","grey","grey",0.0934826008954472,0.0565246821862392,0.0504233469691246,0.0772805701627996,0.0862966558138427,0.0830759344973346,0.0556995086598395,0.0797486623824462,0.0597107256806326,0.0776734613385018,0.066313452320973
"HMGN2","HMGN2","grey","grey",0.0983154935979111,0.112811381515931,0.105209948879001,0.0754807457470955,0.0804463907942628,0.0823217531315877,0.0790354646426021,0.0769683229755642,0.0744446779363984,0.0772595853455915,0.0569037862049569
"RPS6KA1","RPS6KA1","grey","grey",0.0992821057247831,0.0615136787024051,0.0451255946433073,0.0762265976220918,0.0945151294225244,0.0846350811128329,0.0729771383218464,0.0890734683233021,0.0302668639084085,0.0820353640849092,0.0620413611513344
"ARID1A","ARID1A","grey","grey",0.321341254206393,0.154637613709109,0.119549615670372,0.286510855029933,0.318590894379816,0.275997048550248,0.191398529040392,0.308992647691202,0.110094087083882,0.297539264567863,0.236018953946771
"NUDC","NUDC","grey","grey",0.123854097262931,0.144459476118198,0.123479507037972,0.0926147142389322,0.102027168997076,0.082203629828012,0.118457411338417,0.105284175987747,0.0830108373814603,0.0971080657103493,0.0613952292511473
"WDTC1","WDTC1","grey","grey",0.151151240920982,0.0731217881292869,0.0567372254272572,0.128389695364529,0.148812464615867,0.124728598451196,0.0971725541181539,0.145081609537008,0.050035925987543,0.14083753061007,0.100660313930401
"TMEM222","TMEM222","grey","grey",0.0977719098631117,0.0977232761112027,0.0910574457666646,0.0729662450257224,0.0846605125607398,0.074989455767874,0.0871397371281887,0.0796835555217034,0.0613898722175607,0.0735945821029438,0.0513651598106052
"WASF2","WASF2","grey","grey",0.253337041887684,0.176847958707188,0.139262124585645,0.215865370797552,0.239939949443699,0.20522127956361,0.189148994490826,0.235991440530314,0.10533346084949,0.224019681054646,0.170985103935448
"FAM76A","FAM76A","grey","grey",0.100123716481564,0.081740238363499,0.0740088865067613,0.0819192781159392,0.0878211269682551,0.0903057355843037,0.0717864385766621,0.0802606368308442,0.0651233070865813,0.0790986395397321,0.0719205111939863
"STX12","STX12","grey","grey",0.200629562380645,0.134039783267395,0.114696622087068,0.167949084160606,0.189991906927326,0.164344823443972,0.126645300288926,0.183090416024051,0.0973085249221083,0.176623031995951,0.136596894295551
"PPP1R8","PPP1R8","grey","grey",0.113149062168159,0.0947211436390421,0.0733540871119427,0.0932799535239575,0.101886514677957,0.0862380335193316,0.0880860247883728,0.102262593974971,0.0487428862082988,0.0975900685362263,0.0725599937509466
"THEMIS2","THEMIS2","grey","grey",0.0938161478948824,0.0670629542850416,0.064523771840458,0.101319307144469,0.0867127686007209,0.0901099783286037,0.0522793390443846,0.0841464724657809,0.0598621588535255,0.0950894880156546,0.0912703004488267
"RPA2","RPA2","grey","grey",0.104714383294931,0.073427832994219,0.0580390202136062,0.0777767004401303,0.0965423321930948,0.079745532552724,0.0755717340712802,0.0986940325452563,0.0456541574879307,0.086163676598958,0.0620113404159415
"EYA3","EYA3","grey","grey",0.218768754202004,0.10166386101032,0.0910298813062587,0.202836247042402,0.213266181239714,0.202932608706319,0.113519526570641,0.199604744104908,0.101196818711926,0.201856323492747,0.180230388126117
"DNAJC8","DNAJC8","grey","grey",0.107221487225701,0.10447573006104,0.0847475692002515,0.086888844732249,0.0928695924941055,0.0778811536731606,0.0899628819759967,0.0935294775195371,0.0582000395034946,0.089932123651741,0.0622842575246416
"ATP5IF1","ATP5IF1","grey","grey",0.0670446811633075,0.09058455006621,0.0918627764774614,0.060359941660834,0.0496372503982594,0.0611136783714382,0.0635671707022086,0.0398168975317493,0.0740046422499973,0.0499869259162952,0.0544979479803161
"PHACTR4","PHACTR4","grey","grey",0.278982457795473,0.128704996064446,0.114700475313698,0.226313694962952,0.271386948297591,0.256285154736195,0.143565816452913,0.249153351209763,0.129189791958081,0.24462337835648,0.195985967366209
"RCC1","RCC1","grey","grey",0.0860683291255794,0.0749255377256279,0.0689899527447723,0.0722956366747101,0.0724845825562763,0.0647894247281678,0.0691980697625425,0.0805132482596682,0.0607948601098352,0.0716852966392025,0.057435696692331
"TRNAU1AP","TRNAU1AP","grey","grey",0.150202385706155,0.072510811268992,0.063026256250118,0.127356791641035,0.139085276412156,0.120514709467638,0.084463460495126,0.140499567081614,0.0759430241440423,0.130700267397884,0.102276372179871
"TAF12","TAF12","grey","grey",0.0942293893184192,0.0685256627522794,0.0489081773769571,0.0743894439567297,0.0846469300992541,0.0667616983267148,0.069935610228364,0.0916960372486165,0.0352697083449782,0.0810389633663352,0.0526072208649511
"GMEB1","GMEB1","grey","grey",0.0998496266602945,0.0526760539842498,0.0400222581780218,0.0899925956731349,0.0950284603995525,0.0833494661654407,0.0557608836075343,0.0909832680380675,0.0467023462939395,0.0921257959628864,0.0730487799417058
"YTHDF2","YTHDF2","grey","grey",0.127034616587586,0.0887410845742416,0.0654496252243981,0.108221270129659,0.116635061409488,0.0981676042174926,0.0965096826428562,0.116855033452717,0.0512079258034395,0.109389169483025,0.0794044197777769
"SRSF4","SRSF4","grey","grey",0.198473650745754,0.107691955644299,0.0997066049357745,0.172872523397975,0.19155050968192,0.190924473890667,0.11347594984752,0.17676023326746,0.10282067391547,0.17740522990542,0.153455287734284
"MECR","MECR","grey","grey",0.099255194507844,0.0551912408915286,0.0559453761010552,0.0898315755119916,0.0928804238385338,0.0914316652011331,0.0515486953958649,0.0849361843949747,0.0588754294965348,0.0892747928448665,0.0787275741516182
"PUM1","PUM1","grey","grey",0.291042972387859,0.147588214828381,0.106951436741216,0.248532128796497,0.287278975033191,0.240964823296612,0.193714216423598,0.278321511780848,0.0907154379739243,0.262983970242255,0.198857755488837
"NKAIN1","NKAIN1","grey","grey",0.151233166239722,0.065858908247256,0.0558439598218197,0.128907005125881,0.151363200536007,0.135761335312231,0.093090417851275,0.14990566515008,0.0496080033447946,0.141544267225552,0.106376926068749
"SNRNP40","SNRNP40","grey","grey",0.160805760814473,0.094728484437522,0.0935145117017095,0.156006572473403,0.148197434290908,0.1498197437304,0.0837570950273079,0.138626053090206,0.103612041974921,0.147253869810771,0.144053579570662
"ZCCHC17","ZCCHC17","grey","grey",0.135755189982158,0.0747458251048773,0.070100942993332,0.122477397540497,0.128269000504139,0.127060135972484,0.0689772196370203,0.114437130247082,0.0802464949556363,0.123277180166863,0.112961759662799
